id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team
32,Nathan Butler-Oyedeji,45,0.0,0,0.0,0.0,a,0.0,FWD,ARS
33,Leon Bailey,63,25.6,19,2.1,2.0,a,1.24,MID,AVL
34,Ross Barkley,52,24.8,15,1.9,2.0,i,0.33,MID,AVL
35,Enzo Barrenechea,49,0.0,0,0.0,0.0,u,0.0,MID,AVL
36,Emiliano Buendía Stati,53,1.3,4,1.0,0.3,a,0.0,MID,AVL
37,Matty Cash,44,9.9,13,2.2,1.3,d,1.27,DEF,AVL
38,Leander Dendoncker,45,0.0,0,0.0,0.0,u,0.0,MID,AVL
39,Moussa Diaby,65,0.0,0,0.0,0.0,u,0.0,MID,AVL
40,Diego Carlos Santos Silva,45,6.9,11,2.2,0.7,a,0.71,DEF,AVL
41,Lucas Digne,47,42.3,35,3.5,3.7,a,1.17,DEF,AVL
42,Lewis Dobbin,50,0.0,0,0.0,0.0,u,0.0,MID,AVL
43,Jhon Durán,60,31.3,30,3.0,1.0,a,0.0,FWD,AVL
44,Joe Gauci,40,0.0,0,0.0,0.0,a,0.0,GKP,AVL
45,Kortney Hause,40,0.0,0,0.0,0.0,a,0.0,DEF,AVL
46,Samuel Iling-Junior,54,0.0,0,0.0,0.0,u,0.0,MID,AVL
47,Boubacar Kamara,50,0.6,2,1.0,0.7,a,0.0,MID,AVL
48,Kaine Kesler-Hayden,40,0.0,0,0.0,0.0,u,0.0,DEF,AVL
49,Ezri Konsa Ngoyo,45,26.7,19,2.1,0.7,a,1.11,DEF,AVL
50,Ian Maatsen,47,13.1,8,1.0,0.3,a,0.0,DEF,AVL
51,Filip Marschall,40,0.0,0,0.0,0.0,u,0.0,GKP,AVL
52,Emiliano Martínez Romero,50,22.5,30,3.0,3.3,a,1.0,GKP,AVL
53,John McGinn,52,14.9,14,1.8,1.7,a,1.25,MID,AVL
54,Tyrone Mings,44,0.0,0,0.0,0.0,a,0.0,DEF,AVL
55,Kosta Nedeljković,40,2.9,3,1.0,0.0,a,0.0,DEF,AVL
56,Robin Olsen,45,0.0,0,0.0,0.0,a,0.0,GKP,AVL
57,Pau Torres,45,19.8,18,1.8,1.3,a,1.0,DEF,AVL
58,Jacob Ramsey,54,32.7,21,2.3,2.7,a,0.92,MID,AVL
59,Morgan Rogers,54,59.2,44,4.4,5.3,a,1.11,MID,AVL
60,Viljami Sinisalo,40,0.0,0,0.0,0.0,u,0.0,GKP,AVL
61,Lino da Cruz Sousa,40,0.0,0,0.0,0.0,u,0.0,DEF,AVL
62,Youri Tielemans,55,62.3,33,3.3,3.7,a,1.02,MID,AVL
63,Ollie Watkins,90,65.1,53,5.3,4.0,a,1.16,FWD,AVL
64,Amadou Onana,50,36.3,29,3.2,1.3,a,1.28,MID,AVL
65,Jaden Philogene,53,2.3,4,0.7,-0.3,a,0.53,MID,AVL
66,Lamare Bogarde,40,4.4,2,1.0,0.0,a,1.07,DEF,AVL
67,Sil Swinkels,40,0.0,0,0.0,0.0,a,0.0,DEF,AVL
68,Oliwier Zych,40,0.0,0,0.0,0.0,a,0.0,GKP,AVL
69,Kadan Young,45,0.0,0,0.0,0.0,a,0.0,MID,AVL
70,Max Aarons,43,0.0,0,0.0,0.0,a,0.0,DEF,BOU
71,Tyler Adams,49,2.2,1,0.5,0.3,a,0.0,MID,BOU
72,Jaidon Anthony,45,0.0,0,0.0,0.0,u,0.0,MID,BOU
73,David Brooks,49,3.0,3,1.0,0.7,a,0.0,MID,BOU
74,Ryan Christie,49,30.4,22,2.2,3.3,a,1.15,MID,BOU
75,Lewis Cook,50,51.6,31,3.1,2.3,a,1.01,MID,BOU
76,Enes Ünal,54,8.5,7,1.0,1.0,a,0.67,FWD,BOU
77,Romain Faivre,50,0.0,0,0.0,0.0,u,0.0,MID,BOU
78,Hamed Traorè,45,0.0,0,0.0,0.0,u,0.0,MID,BOU
79,James Hill,40,0.0,0,0.0,0.0,a,0.0,DEF,BOU
80,Daniel Jebbison,45,1.6,2,1.0,0.0,u,0.0,FWD,BOU
81,Milos Kerkez,44,34.2,29,2.9,6.3,a,1.08,DEF,BOU
82,Justin Kluivert,53,44.2,28,2.8,5.3,a,1.15,MID,BOU
83,Chris Mepham,44,0.0,0,0.0,0.0,u,0.0,DEF,BOU
84,Dango Ouattara,50,30.2,22,2.8,1.7,d,0.87,MID,BOU
85,Alex Paulsen,40,0.0,0,0.0,0.0,u,0.0,GKP,BOU
86,Philip Billing,48,1.4,2,1.0,0.0,a,0.0,MID,BOU
87,Alex Scott,48,15.8,11,1.4,1.0,i,0.7,MID,BOU
88,Antoine Semenyo,56,77.5,44,4.4,4.3,a,1.03,MID,BOU
89,Marcos Senesi,48,27.2,19,2.4,4.3,a,1.02,DEF,BOU
90,Luis Sinisterra,50,37.2,19,2.4,0.3,i,0.44,MID,BOU
91,Adam Smith,45,12.1,18,1.8,1.3,a,0.86,DEF,BOU
92,Marcus Tavernier,55,70.4,32,3.2,2.7,a,1.04,MID,BOU
93,Mark Travers,44,9.4,10,3.3,2.7,a,1.0,GKP,BOU
94,Illia Zabarnyi,44,19.2,22,2.2,3.3,a,1.0,DEF,BOU
95,Kepa Arrizabalaga,45,13.8,17,3.4,2.0,i,1.0,GKP,BOU
96,Dean Huijsen,43,7.7,4,1.0,0.3,a,0.93,DEF,BOU
97,Julián Araujo Zúñiga,44,4.9,7,1.0,0.3,a,1.3,DEF,BOU
98,Will Dennis,40,0.0,0,0.0,0.0,a,0.0,GKP,BOU
99,Francisco Evanilson de Lima Barbosa,59,39.7,37,4.1,6.7,a,1.17,FWD,BOU
100,Kristoffer Ajer,44,15.9,7,0.9,0.0,d,1.13,DEF,BRE
101,Ethan Brierley,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
102,Nathan Collins,45,50.3,28,2.8,1.0,a,1.0,DEF,BRE
103,Mikkel Damsgaard,50,54.5,32,3.2,3.3,a,1.03,MID,BRE
104,Josh Dasilva,48,0.0,0,0.0,0.0,i,0.0,MID,BRE
105,Mark Flekken,45,42.8,28,2.8,3.0,a,1.0,GKP,BRE
106,Rico Henry,43,0.0,0,0.0,0.0,d,0.0,DEF,BRE
107,Aaron Hickey,43,0.0,0,0.0,0.0,i,0.0,DEF,BRE
108,Vitaly Janelt,49,32.7,33,3.3,5.3,a,1.11,MID,BRE
109,Mathias Jensen,53,15.0,11,2.2,0.7,a,1.01,MID,BRE
110,Kim Ji-soo,39,0.0,0,0.0,0.0,a,0.0,DEF,BRE
111,Yunus Emre Konak,45,0.4,3,1.0,0.0,a,0.0,MID,BRE
112,Keane Lewis-Potter,50,35.9,27,2.7,3.3,a,1.07,MID,BRE
113,Bryan Mbeumo,79,90.6,71,7.1,6.7,a,1.01,MID,BRE
114,Ben Mee,42,0.8,1,0.5,0.0,a,0.0,DEF,BRE
115,Christian Nørgaard,48,33.3,22,2.8,2.7,a,1.04,MID,BRE
116,Frank Onyeka,49,0.0,2,1.0,0.0,u,0.0,MID,BRE
117,Myles Peart-Harris,45,0.0,0,0.0,0.0,u,0.0,MID,BRE
118,Ethan Pinnock,45,52.4,22,2.2,3.0,a,1.0,DEF,BRE
119,Mads Roerslev Rasmussen,44,18.8,12,1.3,1.7,a,0.81,DEF,BRE
120,Kevin Schade,52,20.8,18,1.8,1.3,a,0.95,MID,BRE
121,Igor Thiago Nascimento Rodrigues,59,0.0,0,0.0,0.0,i,0.0,FWD,BRE
122,Ivan Toney,73,0.0,0,0.0,0.0,u,0.0,FWD,BRE
123,Hákon Valdimarsson,40,0.0,0,0.0,0.0,a,0.0,GKP,BRE
124,Yoane Wissa,60,44.3,41,5.9,4.3,a,1.14,FWD,BRE
125,Yehor Yarmoliuk,44,6.8,6,1.0,0.7,a,0.71,MID,BRE
126,Mathias Jorgensen,45,0.0,0,0.0,0.0,u,0.0,DEF,BRE
127,Fábio Freitas Gouveia Carvalho,48,21.9,21,2.1,1.0,a,0.64,MID,BRE
128,Sepp van den Berg,40,24.7,9,1.1,1.0,a,0.98,DEF,BRE
129,Ryan Trevitt,45,0.3,1,1.0,0.0,a,0.0,MID,BRE
130,Gustavo Nunes Fernandes Gomes,49,0.0,0,0.0,0.0,i,0.0,MID,BRE
131,Jayden Meghoma,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE
132,Tony Yogane,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
133,Paris Maghoma,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
134,Simon Adingra,53,14.4,15,2.5,0.3,a,0.66,MID,BHA
135,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
136,Carlos Baleba,50,31.8,27,3.4,2.0,a,1.11,MID,BHA
137,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
138,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
139,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA
140,Lewis Dunk,44,21.2,22,2.8,2.0,d,1.02,DEF,BHA
141,Julio Enciso,54,11.2,7,1.0,0.7,a,0.0,MID,BHA
142,Pervis Estupiñán,50,25.7,4,0.6,0.7,a,0.83,DEF,BHA
143,Evan Ferguson,55,6.5,12,2.0,3.0,a,0.9,FWD,BHA
144,Billy Gilmour,50,2.5,3,1.5,0.0,u,0.93,MID,BHA
145,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA
146,Jack Hinshelwood,50,27.9,27,3.0,1.3,a,1.03,MID,BHA
147,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
148,Igor Julio dos Santos de Paulo,44,8.3,8,1.6,2.3,a,0.7,DEF,BHA
149,João Pedro Junqueira de Jesus,54,24.6,19,4.8,0.0,d,0.96,FWD,BHA
150,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
151,Tariq Lamptey,44,3.3,3,3.0,1.0,a,0.0,DEF,BHA
152,Solly March,65,0.0,0,0.0,0.0,i,0.0,MID,BHA
153,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
154,James Milner,50,10.7,5,1.7,0.0,i,1.6,MID,BHA
155,Yankuba Minteh,53,32.6,21,3.0,0.0,d,1.11,MID,BHA
156,Mitoma Kaoru,65,67.7,36,3.6,1.7,a,0.98,MID,BHA
157,Jakub Moder,44,1.4,1,1.0,0.3,a,0.0,MID,BHA
158,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA
159,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
160,Cameron Peupion,45,0.0,0,0.0,0.0,a,0.0,MID,BHA
161,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.0,u,0.0,MID,BHA
162,Jason Steele,43,4.1,9,4.5,0.0,a,1.0,GKP,BHA
163,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA
164,Jan Paul van Hecke,45,23.0,22,2.8,1.0,a,0.99,DEF,BHA
165,Joël Veltman,45,19.9,30,3.3,3.0,a,1.04,DEF,BHA
166,Bart Verbruggen,45,25.7,25,3.1,5.0,a,1.0,GKP,BHA
167,Adam Webster,43,2.4,1,0.3,0.0,i,2.31,DEF,BHA
168,Danny Welbeck,59,75.3,62,6.2,7.0,a,1.07,FWD,BHA
169,Mats Wieffer,48,14.2,12,1.7,1.0,a,0.77,MID,BHA
170,Brajan Gruda,54,3.1,3,1.0,0.7,a,0.0,MID,BHA
171,Yasin Ayari,50,31.3,14,1.8,2.0,d,0.81,MID,BHA
172,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
173,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA
174,Georginio Rutter,56,43.0,38,4.2,4.3,a,1.17,MID,BHA
175,Ferdi Kadioglu,45,24.0,19,3.2,6.0,a,1.17,DEF,BHA
176,Matt O'Riley,55,0.0,0,0.0,0.0,d,0.0,MID,BHA
177,Imari Samuels,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
178,Killian Cahill,40,0.0,0,0.0,0.0,a,0.0,GKP,BHA
179,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
180,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
181,Benoît Badiashile,43,0.9,1,1.0,0.3,a,0.0,DEF,CHE
182,Lucas Bergström,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
183,Marcus Bettinelli,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
184,Moisés Caicedo Corozo,49,42.9,33,3.3,5.3,a,1.02,MID,CHE
185,Cesare Casadei,44,0.0,0,0.0,0.0,a,0.0,MID,CHE
186,Ben Chilwell,47,0.0,0,0.0,0.0,a,0.0,DEF,CHE
187,Carney Chukwuemeka,48,0.0,0,0.0,0.0,a,0.0,MID,CHE
188,Levi Colwill,46,26.2,23,2.3,1.7,a,1.0,DEF,CHE
189,Marc Cucurella Saseta,50,16.9,17,1.9,0.7,a,0.97,DEF,CHE
190,David Datro Fofana,54,0.0,0,0.0,0.0,u,0.0,FWD,CHE
191,Deivid Washington de Souza Eugênio,50,0.0,0,0.0,0.0,a,0.0,FWD,CHE
192,Kiernan Dewsbury-Hall,56,2.0,3,1.0,0.0,a,0.0,MID,CHE
193,Axel Disasi,43,1.5,7,3.5,0.0,a,0.96,DEF,CHE
194,Enzo Fernández,48,30.6,15,1.7,1.0,a,0.92,MID,CHE
195,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE
196,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
197,Malo Gusto,49,22.9,9,1.1,1.0,a,1.12,DEF,CHE
198,Reece James,49,6.1,4,1.3,1.3,a,1.16,DEF,CHE
199,Omari Kellyman,44,0.0,0,0.0,0.0,i,0.0,MID,CHE
200,Roméo Lavia,45,11.5,10,2.0,2.3,a,1.34,MID,CHE
201,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE
202,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE
203,Noni Madueke,64,67.3,48,5.3,1.7,a,1.18,MID,CHE
204,Marc Guiu Paz,48,0.0,1,1.0,0.0,a,0.0,FWD,CHE
205,Mykhailo Mudryk,62,7.7,6,1.0,0.7,a,0.73,MID,CHE
206,Nicolas Jackson,79,79.4,58,5.8,5.3,a,1.16,FWD,CHE
207,Christopher Nkunku,59,22.4,14,1.6,0.3,a,0.6,MID,CHE
208,Cole Palmer,110,105.5,82,8.2,5.0,d,1.04,MID,CHE
209,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE
210,Renato Palma Veiga,45,5.8,5,1.0,0.0,a,0.55,MID,CHE
211,Robert Sánchez,47,30.4,42,4.2,2.0,a,1.0,GKP,CHE
212,Tosin Adarabioyo,43,5.1,7,1.8,-0.3,a,1.05,DEF,CHE
213,Wesley Fofana,45,22.7,14,1.6,1.0,a,1.04,DEF,CHE
214,Jadon Sancho,63,23.3,19,3.8,0.3,d,1.18,MID,CHE
215,Pedro Lomba Neto,62,35.9,16,1.6,2.7,a,0.77,MID,CHE
216,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
217,Filip Jørgensen,42,0.0,0,0.0,0.0,a,0.0,GKP,CHE
218,João Félix Sequeira,61,12.1,9,1.8,0.0,a,0.0,MID,CHE
219,Eddie Nketiah,59,29.0,12,1.7,1.7,a,1.11,FWD,CRY
220,Trevoh Chalobah,44,20.3,19,4.8,5.7,a,1.01,DEF,CRY
221,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
222,Cheick Doucouré,49,2.9,7,1.8,0.3,a,0.89,MID,CRY
223,Chris Richards,44,6.7,9,2.2,0.0,d,1.05,DEF,CRY
224,Chadi Riad Dnanou,43,2.0,1,1.0,0.0,i,1.0,DEF,CRY
225,Nathaniel Clyne,44,3.9,10,2.5,0.3,a,0.78,DEF,CRY
226,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
227,Eberechi Eze,66,67.6,31,3.4,2.7,i,1.0,MID,CRY
228,Marc Guéhi,45,45.7,36,3.6,5.0,a,1.0,DEF,CRY
229,Dean Henderson,44,26.0,34,3.4,4.3,a,1.0,GKP,CRY
230,Rob Holding,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY
231,Will Hughes,49,21.5,9,1.0,1.7,s,0.79,MID,CRY
232,Daichi Kamada,51,31.8,15,1.5,1.3,a,1.0,MID,CRY
233,Jefferson Lerma Solís,48,13.0,9,1.3,0.7,i,1.09,MID,CRY
234,Jean-Philippe Mateta,73,37.9,33,3.3,3.7,a,1.09,FWD,CRY
235,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY
236,Remi Matthews,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
237,Tyrick Mitchell,49,39.2,25,2.5,3.0,a,1.06,DEF,CRY
238,Daniel Muñoz,48,41.1,24,2.4,3.0,a,1.1,DEF,CRY
239,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
240,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
241,Jeffrey Schlupp,47,5.8,7,1.0,0.7,a,0.0,MID,CRY
242,Joel Ward,43,0.0,0,0.0,0.0,d,0.0,DEF,CRY
243,Adam Wharton,48,29.7,15,1.9,1.0,i,1.16,MID,CRY
244,Matt Turner,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
245,Ismaïla Sarr,57,36.0,16,1.6,2.0,a,0.69,MID,CRY
246,Franco Umeh-Chibueze,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
247,Justin Devenny,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
248,Asher Agbinone,45,1.1,1,1.0,0.3,a,0.0,MID,CRY
249,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
250,Maxence Lacroix,45,19.1,20,2.9,2.7,a,1.0,DEF,CRY
251,Caleb Kporha,40,0.0,0,0.0,0.0,a,0.0,DEF,CRY
252,Armando Broja,54,0.0,0,0.0,0.0,i,0.0,FWD,EVE
253,Abdoulaye Doucouré,52,19.5,16,2.0,1.7,d,1.12,MID,EVE
254,Norberto Bercique Gomes Betuncal,50,10.0,12,2.0,2.7,a,0.0,FWD,EVE
255,Jarrad Branthwaite,48,2.4,4,1.3,0.7,a,0.94,DEF,EVE
256,Dominic Calvert-Lewin,59,46.5,33,3.3,2.0,a,1.09,FWD,EVE
257,Séamus Coleman,43,3.9,1,1.0,0.0,i,1.0,DEF,EVE
258,Idrissa Gueye,49,15.6,17,1.9,2.3,a,0.98,MID,EVE
259,James Garner,50,7.9,7,1.8,0.0,i,0.72,MID,EVE
260,Jack Harrison,53,28.5,21,2.1,2.0,a,1.02,MID,EVE
261,Mason Holgate,40,0.0,1,1.0,0.0,u,0.0,DEF,EVE
262,Tim Iroegbunam,45,10.4,8,1.3,0.0,i,0.94,MID,EVE
263,João Neves Virgínia,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
264,Michael Keane,43,33.0,32,3.6,5.7,a,1.0,DEF,EVE
265,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE
266,Dwight McNeil,58,84.0,51,5.1,3.3,d,1.01,MID,EVE
267,Vitalii Mykolenko,43,19.6,16,2.0,3.7,a,1.1,DEF,EVE
268,Iliman Ndiaye,54,41.5,31,3.1,4.3,d,1.01,FWD,EVE
269,Nathan Patterson,44,0.0,0,0.0,0.0,a,0.0,DEF,EVE
270,Jordan Pickford,49,23.5,35,3.5,3.3,a,1.0,GKP,EVE
271,James Tarkowski,48,36.0,22,2.2,2.7,a,1.0,DEF,EVE
272,Youssef Ramalho Chermiti,49,0.0,0,0.0,0.0,i,0.0,FWD,EVE
273,Ashley Young,45,32.1,29,3.6,4.7,a,1.04,DEF,EVE
274,Jesper Lindstrøm,51,21.7,9,1.5,1.0,a,1.05,MID,EVE
275,Jake O'Brien,47,0.4,0,0.0,0.0,a,0.0,DEF,EVE
276,Harrison Armstrong,45,0.2,1,1.0,0.0,a,0.0,MID,EVE
277,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE
278,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
279,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE
280,Orel Mangala,50,9.3,10,1.4,1.3,a,0.99,MID,EVE
281,Reiss Nelson,50,33.6,17,2.1,1.3,a,0.45,MID,FUL
282,Emile Smith Rowe,57,48.1,43,4.3,3.0,a,1.15,MID,FUL
283,Joachim Andersen,43,22.0,13,1.9,0.0,a,1.04,DEF,FUL
284,Adama Traoré,51,62.1,37,3.7,3.0,a,1.13,MID,FUL
285,Andreas Hoelgebaum Pereira,52,63.1,28,2.8,1.7,a,1.2,MID,FUL
286,Calvin Bassey,45,21.0,19,1.9,1.3,a,1.0,DEF,FUL
287,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL
288,Tom Cairney,48,10.0,5,0.7,0.7,a,0.0,MID,FUL
289,Timothy Castagne,42,3.9,2,1.0,0.3,a,0.0,DEF,FUL
290,Issa Diop,44,13.7,8,1.1,0.0,a,0.92,DEF,FUL
291,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL
292,Alex Iwobi,55,67.4,42,4.2,5.0,a,1.05,MID,FUL
293,Bernd Leno,50,27.4,30,3.0,3.3,a,1.0,GKP,FUL
294,Saša Lukić,49,12.9,11,1.6,0.0,i,1.15,MID,FUL
295,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL
296,Rodrigo Muniz Carvalho,56,28.3,19,2.1,0.3,a,0.89,FWD,FUL
297,Raúl Jiménez,58,61.7,43,4.3,3.7,a,1.07,FWD,FUL
298,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL
299,Harrison Reed,48,3.5,5,0.7,0.3,a,0.0,MID,FUL
300,Antonee Robinson,47,48.0,34,3.4,3.0,a,1.0,DEF,FUL
301,Jay Stansfield,50,0.0,1,1.0,0.0,u,0.0,FWD,FUL
302,Kenny Tete,45,32.3,20,2.0,1.7,a,1.04,DEF,FUL
303,Carlos Vinícius Alves Morais,50,0.0,0,0.0,0.0,a,0.0,FWD,FUL
304,Harry Wilson,52,12.6,17,2.8,5.0,a,0.0,MID,FUL
305,Ryan Sessegnon,42,0.0,0,0.0,0.0,a,0.0,DEF,FUL
306,Jorge Cuenca Barreno,44,0.4,1,1.0,0.3,a,0.0,DEF,FUL
307,Josh King,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
308,Martial Godo,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
309,Sander Berge,50,19.7,12,1.5,2.0,a,0.84,MID,FUL
310,Ali Al-Hamadi,48,2.0,1,0.3,0.0,a,0.0,FWD,IPS
311,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
312,Nathan Broadhead,49,0.0,0,0.0,0.0,a,0.0,MID,IPS
313,Cameron Burgess,39,12.5,3,1.0,1.0,a,1.0,DEF,IPS
314,Wes Burns,49,10.7,10,1.2,1.3,a,1.11,MID,IPS
315,Conor Chaplin,52,12.6,15,1.7,2.7,a,0.98,MID,IPS
316,Harry Clarke,40,0.5,-4,-2.0,-1.3,a,0.95,DEF,IPS
317,Leif Davis,45,62.3,31,3.1,4.3,a,1.0,DEF,IPS
318,Liam Delap,56,44.8,40,4.0,3.0,a,1.15,FWD,IPS
319,George Edmundson,40,0.0,1,1.0,0.0,u,0.0,DEF,IPS
320,Jacob Greaves,40,21.5,11,1.6,0.0,i,1.0,DEF,IPS
321,Marcus Myers-Harness,49,1.7,2,1.0,0.0,u,0.0,MID,IPS
322,George Hirst,54,16.2,16,2.3,4.0,a,0.58,FWD,IPS
323,Cameron Humphreys,45,0.0,0,0.0,0.0,u,0.0,MID,IPS
324,Omari Giraud-Hutchinson,52,34.2,21,2.3,1.7,a,1.03,MID,IPS
325,Ben Johnson,40,14.0,6,1.2,0.7,a,0.87,DEF,IPS
326,Freddie Ladapo,45,0.0,0,0.0,0.0,u,0.0,FWD,IPS
327,Massimo Luongo,45,3.0,6,1.5,0.0,a,1.27,MID,IPS
328,Sam Morsy,49,30.4,28,3.1,3.3,a,1.01,MID,IPS
329,Corrie Ndaba,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
330,Cieran Slicker,40,0.0,0,0.0,0.0,a,0.0,GKP,IPS
331,Jack Taylor,48,4.6,4,0.7,0.0,i,0.0,MID,IPS
332,Axel Tuanzebe,40,16.4,11,1.8,0.0,i,1.05,DEF,IPS
333,Christian Walton,44,2.8,2,2.0,0.0,a,1.0,GKP,IPS
334,Luke Woolfenden,40,8.2,4,0.8,0.7,a,0.95,DEF,IPS
335,Kalvin Phillips,49,14.7,11,1.6,1.0,s,1.18,MID,IPS
