id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team
132,Tony Yogane,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
133,Simon Adingra,54,14.0,14,2.8,0.0,a,0.67,MID,BHA
134,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
135,Carlos Baleba,50,31.8,27,3.4,2.7,a,1.11,MID,BHA
136,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
137,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
138,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA
139,Lewis Dunk,45,21.2,22,2.8,2.3,d,1.02,DEF,BHA
140,Julio Enciso,54,11.2,7,1.0,1.0,a,0.0,MID,BHA
141,Pervis Estupiñán,50,23.6,3,0.5,0.7,a,0.79,DEF,BHA
142,Evan Ferguson,55,6.5,11,2.2,2.7,a,0.92,FWD,BHA
143,Billy Gilmour,50,2.5,3,1.5,0.0,u,0.93,MID,BHA
144,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA
145,Jack Hinshelwood,50,26.7,25,3.1,1.3,a,1.03,MID,BHA
146,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
147,Igor Julio dos Santos de Paulo,44,6.8,7,1.8,2.0,a,0.61,DEF,BHA
148,João Pedro Junqueira de Jesus,54,24.6,19,4.8,0.0,a,0.96,FWD,BHA
149,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
150,Tariq Lamptey,44,3.3,3,3.0,1.0,a,0.0,DEF,BHA
151,Solly March,65,0.0,0,0.0,0.0,d,0.0,MID,BHA
152,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
153,James Milner,50,10.7,5,1.7,0.0,i,1.6,MID,BHA
154,Yankuba Minteh,53,32.6,21,3.0,2.3,d,1.11,MID,BHA
155,Mitoma Kaoru,65,61.9,34,3.8,2.7,a,0.97,MID,BHA
156,Jakub Moder,44,0.0,0,0.0,0.0,a,0.0,MID,BHA
157,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA
158,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
159,Cameron Peupion,45,0.0,0,0.0,0.0,a,0.0,MID,BHA
160,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.0,u,0.0,MID,BHA
161,Jason Steele,43,4.1,9,4.5,0.0,a,1.0,GKP,BHA
162,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA
163,Jan Paul van Hecke,45,20.2,21,3.0,0.7,a,0.98,DEF,BHA
164,Joël Veltman,45,18.2,29,3.6,3.0,a,1.03,DEF,BHA
165,Bart Verbruggen,45,20.3,22,3.1,4.0,a,1.0,GKP,BHA
166,Adam Webster,43,2.4,1,0.3,0.3,i,2.31,DEF,BHA
167,Danny Welbeck,59,69.5,57,6.3,8.0,a,1.08,FWD,BHA
168,Mats Wieffer,48,11.9,11,1.8,1.0,a,0.82,MID,BHA
169,Brajan Gruda,54,0.8,2,1.0,0.7,a,0.0,MID,BHA
170,Yasin Ayari,50,24.9,12,1.7,1.3,a,0.73,MID,BHA
171,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
172,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA
173,Georginio Rutter,55,37.0,36,4.5,7.3,a,1.21,MID,BHA
174,Ferdi Kadioglu,45,14.0,13,2.6,4.0,d,1.2,DEF,BHA
175,Matt O'Riley,55,0.0,0,0.0,0.0,d,0.0,MID,BHA
176,Imari Samuels,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
177,Killian Cahill,40,0.0,0,0.0,0.0,a,0.0,GKP,BHA
178,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
179,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
180,Benoît Badiashile,43,0.9,1,1.0,0.3,a,0.0,DEF,CHE
181,Lucas Bergström,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
182,Marcus Bettinelli,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
183,Moisés Caicedo Corozo,49,35.0,24,2.7,2.7,a,1.02,MID,CHE
184,Cesare Casadei,45,0.0,0,0.0,0.0,a,0.0,MID,CHE
185,Ben Chilwell,47,0.0,0,0.0,0.0,a,0.0,DEF,CHE
186,Carney Chukwuemeka,48,0.0,0,0.0,0.0,a,0.0,MID,CHE
187,Levi Colwill,46,24.1,21,2.3,1.3,a,1.0,DEF,CHE
188,Marc Cucurella Saseta,50,14.6,16,2.0,0.7,a,1.05,DEF,CHE
189,David Datro Fofana,54,0.0,0,0.0,0.0,u,0.0,FWD,CHE
190,Deivid Washington de Souza Eugênio,50,0.0,0,0.0,0.0,a,0.0,FWD,CHE
191,Kiernan Dewsbury-Hall,56,2.0,3,1.0,0.0,a,0.0,MID,CHE
192,Axel Disasi,43,1.5,7,3.5,0.0,a,0.96,DEF,CHE
193,Enzo Fernández,48,30.3,14,1.8,1.3,a,0.95,MID,CHE
194,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE
195,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
196,Malo Gusto,49,20.2,9,1.3,1.7,a,1.05,DEF,CHE
197,Reece James,49,4.3,2,1.0,0.7,a,1.27,DEF,CHE
198,Omari Kellyman,44,0.0,0,0.0,0.0,i,0.0,MID,CHE
199,Roméo Lavia,45,8.8,8,2.0,1.7,a,1.36,MID,CHE
200,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE
201,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE
202,Noni Madueke,65,65.7,46,5.8,4.3,a,1.17,MID,CHE
203,Marc Guiu Paz,48,0.0,1,1.0,0.0,a,0.0,FWD,CHE
204,Mykhailo Mudryk,62,6.8,5,1.0,0.7,a,0.87,MID,CHE
205,Nicolas Jackson,79,74.0,57,6.3,5.7,a,1.18,FWD,CHE
206,Christopher Nkunku,60,22.4,14,1.6,0.7,a,0.6,MID,CHE
207,Cole Palmer,110,98.8,79,8.8,6.0,a,1.05,MID,CHE
208,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE
209,Renato Palma Veiga,45,5.8,5,1.0,0.0,a,0.55,MID,CHE
210,Robert Sánchez,47,28.5,39,4.3,2.3,a,1.0,GKP,CHE
211,Tosin Adarabioyo,43,5.1,7,1.8,0.0,a,1.05,DEF,CHE
212,Wesley Fofana,45,20.2,12,1.5,0.7,a,1.05,DEF,CHE
213,Jadon Sancho,63,23.3,19,3.8,1.0,n,1.18,MID,CHE
214,Pedro Lomba Neto,62,33.2,14,1.6,2.0,a,0.72,MID,CHE
215,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
216,Filip Jørgensen,43,0.0,0,0.0,0.0,a,0.0,GKP,CHE
217,João Félix Sequeira,61,12.1,9,1.8,0.3,a,0.0,MID,CHE
218,Eddie Nketiah,59,23.2,10,1.7,1.3,a,1.11,FWD,CRY
219,Trevoh Chalobah,44,11.8,12,4.0,4.0,a,1.01,DEF,CRY
220,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
221,Cheick Doucouré,49,2.9,6,2.0,0.0,d,0.99,MID,CRY
222,Chris Richards,44,6.7,9,2.2,0.0,i,1.05,DEF,CRY
223,Chadi Riad Dnanou,43,2.0,1,1.0,0.0,i,1.0,DEF,CRY
224,Nathaniel Clyne,44,3.7,9,3.0,2.0,a,0.8,DEF,CRY
225,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
226,Eberechi Eze,67,67.6,31,3.4,3.3,d,1.0,MID,CRY
227,Marc Guéhi,44,36.4,29,3.2,3.3,a,1.0,DEF,CRY
228,Dean Henderson,44,23.3,32,3.6,4.7,a,1.0,GKP,CRY
229,Rob Holding,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY
230,Will Hughes,49,20.4,8,1.0,1.3,a,0.72,MID,CRY
231,Daichi Kamada,51,23.3,13,1.4,1.0,a,1.0,MID,CRY
232,Jefferson Lerma Solís,48,13.0,9,1.3,1.0,d,1.09,MID,CRY
233,Jean-Philippe Mateta,73,33.2,31,3.4,3.3,a,1.1,FWD,CRY
234,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY
235,Remi Matthews,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
236,Tyrick Mitchell,49,36.2,24,2.7,3.0,a,1.07,DEF,CRY
237,Daniel Muñoz,48,36.5,21,2.3,2.3,a,1.12,DEF,CRY
238,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
239,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
240,Jeffrey Schlupp,47,5.7,6,1.0,0.3,a,0.0,MID,CRY
241,Joel Ward,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY
242,Adam Wharton,48,29.7,15,1.9,1.3,a,1.16,MID,CRY
243,Matt Turner,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
244,Ismaïla Sarr,57,25.0,14,1.6,1.7,a,0.6,MID,CRY
245,Franco Umeh-Chibueze,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
246,Justin Devenny,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
247,Asher Agbinone,45,1.1,1,1.0,0.3,a,0.0,MID,CRY
248,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
249,Maxence Lacroix,45,17.9,19,3.2,3.0,a,1.0,DEF,CRY
250,Caleb Kporha,40,0.0,0,0.0,0.0,a,0.0,DEF,CRY
251,Armando Broja,54,0.0,0,0.0,0.0,i,0.0,FWD,EVE
252,Abdoulaye Doucouré,52,19.5,16,2.0,2.7,d,1.12,MID,EVE
253,Norberto Bercique Gomes Betuncal,50,9.4,11,2.2,2.3,a,0.0,FWD,EVE
254,Jarrad Branthwaite,48,2.3,3,1.5,0.3,a,0.96,DEF,EVE
255,Dominic Calvert-Lewin,60,45.0,31,3.4,2.0,a,1.06,FWD,EVE
256,Séamus Coleman,43,3.9,1,1.0,0.0,a,1.0,DEF,EVE
257,Idrissa Gueye,49,12.0,15,1.9,2.0,a,0.98,MID,EVE
258,James Garner,50,7.9,7,1.8,1.0,i,0.72,MID,EVE
259,Jack Harrison,53,28.3,20,2.2,2.7,a,1.07,MID,EVE
260,Mason Holgate,40,0.0,1,1.0,0.0,u,0.0,DEF,EVE
261,Tim Iroegbunam,45,10.4,8,1.3,0.3,i,0.94,MID,EVE
262,João Neves Virgínia,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
263,Michael Keane,42,29.7,31,3.9,7.3,a,1.0,DEF,EVE
264,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE
265,Dwight McNeil,58,79.8,49,5.4,3.3,d,1.02,MID,EVE
266,Vitalii Mykolenko,43,16.9,14,2.0,3.0,a,1.12,DEF,EVE
267,Iliman Ndiaye,54,38.0,29,3.2,4.3,a,0.97,FWD,EVE
268,Nathan Patterson,44,0.0,0,0.0,0.0,a,0.0,DEF,EVE
269,Jordan Pickford,48,22.2,33,3.7,7.7,a,1.0,GKP,EVE
270,James Tarkowski,48,32.1,21,2.3,5.0,a,1.0,DEF,EVE
271,Youssef Ramalho Chermiti,49,0.0,0,0.0,0.0,i,0.0,FWD,EVE
272,Ashley Young,45,27.3,27,3.9,6.0,a,1.04,DEF,EVE
273,Jesper Lindstrøm,51,13.9,7,1.4,0.3,a,1.07,MID,EVE
274,Jake O'Brien,47,0.4,0,0.0,0.0,a,0.0,DEF,EVE
275,Harrison Armstrong,45,0.2,1,1.0,0.0,a,0.0,MID,EVE
276,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE
277,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
278,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE
279,Orel Mangala,50,7.3,8,1.3,1.0,a,0.99,MID,EVE
280,Reiss Nelson,50,21.3,15,2.1,2.0,a,0.0,MID,FUL
281,Emile Smith Rowe,57,37.6,41,4.6,2.7,a,1.15,MID,FUL
282,Joachim Andersen,43,18.8,11,1.8,-0.3,a,1.05,DEF,FUL
283,Adama Traoré,51,54.9,33,3.7,2.3,a,1.17,MID,FUL
284,Andreas Hoelgebaum Pereira,53,60.0,26,2.9,3.7,d,1.18,MID,FUL
285,Calvin Bassey,45,17.4,17,1.9,0.7,a,1.0,DEF,FUL
286,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL
287,Tom Cairney,48,8.1,4,0.7,0.7,a,0.0,MID,FUL
288,Timothy Castagne,42,1.0,1,1.0,0.3,i,0.0,DEF,FUL
289,Issa Diop,44,13.7,8,1.1,0.0,a,0.92,DEF,FUL
290,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL
291,Alex Iwobi,55,58.8,40,4.4,5.0,a,1.06,MID,FUL
292,Bernd Leno,50,26.1,28,3.1,3.3,a,1.0,GKP,FUL
293,Saša Lukić,49,12.9,11,1.6,0.7,i,1.15,MID,FUL
294,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL
295,Rodrigo Muniz Carvalho,57,28.3,19,2.4,2.3,a,0.94,FWD,FUL
296,Raúl Jiménez,57,58.8,41,4.6,4.7,a,1.05,FWD,FUL
297,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL
298,Harrison Reed,48,3.5,5,0.7,0.3,a,0.0,MID,FUL
299,Antonee Robinson,47,37.9,28,3.1,1.3,a,1.0,DEF,FUL
300,Jay Stansfield,50,0.0,1,1.0,0.0,u,0.0,FWD,FUL
301,Kenny Tete,45,27.8,18,2.0,1.3,a,1.02,DEF,FUL
302,Carlos Vinícius Alves Morais,50,0.0,0,0.0,0.0,a,0.0,FWD,FUL
303,Harry Wilson,52,2.0,4,0.8,0.7,a,0.0,MID,FUL
304,Ryan Sessegnon,43,0.0,0,0.0,0.0,a,0.0,DEF,FUL
305,Jorge Cuenca Barreno,44,0.4,1,1.0,0.3,a,0.0,DEF,FUL
306,Josh King,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
307,Martial Godo,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
308,Sander Berge,50,13.0,10,1.4,2.0,a,0.79,MID,FUL
309,Ali Al-Hamadi,48,2.0,1,0.3,0.0,a,0.0,FWD,IPS
310,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
311,Nathan Broadhead,49,0.0,0,0.0,0.0,a,0.0,MID,IPS
312,Cameron Burgess,39,10.6,1,0.5,0.3,a,1.0,DEF,IPS
313,Wes Burns,49,10.5,9,1.3,1.7,a,1.13,MID,IPS
314,Conor Chaplin,52,11.7,13,1.6,2.3,a,0.92,MID,IPS
315,Harry Clarke,40,0.5,-4,-2.0,-1.3,s,0.95,DEF,IPS
316,Leif Davis,45,50.7,21,2.3,1.0,a,1.0,DEF,IPS
317,Liam Delap,57,43.2,38,4.2,4.3,a,1.14,FWD,IPS
318,George Edmundson,40,0.0,1,1.0,0.0,u,0.0,DEF,IPS
319,Jacob Greaves,41,21.5,11,1.6,0.0,i,1.0,DEF,IPS
320,Marcus Myers-Harness,49,1.7,2,1.0,0.0,u,0.0,MID,IPS
321,George Hirst,54,15.8,16,2.7,4.3,a,0.65,FWD,IPS
322,Cameron Humphreys,45,0.0,0,0.0,0.0,u,0.0,MID,IPS
323,Omari Giraud-Hutchinson,53,28.1,18,2.2,1.3,a,1.02,MID,IPS
324,Ben Johnson,40,8.0,4,1.0,0.0,d,0.81,DEF,IPS
325,Freddie Ladapo,45,0.0,0,0.0,0.0,u,0.0,FWD,IPS
326,Massimo Luongo,45,3.0,6,1.5,0.0,i,1.27,MID,IPS
327,Sam Morsy,49,24.2,20,2.5,1.3,d,1.01,MID,IPS
328,Corrie Ndaba,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
329,Cieran Slicker,40,0.0,0,0.0,0.0,a,0.0,GKP,IPS
330,Jack Taylor,48,4.6,4,0.7,0.3,i,0.0,MID,IPS
331,Axel Tuanzebe,40,16.4,11,1.8,0.0,i,1.05,DEF,IPS
332,Christian Walton,44,2.8,2,2.0,0.0,a,1.0,GKP,IPS
333,Luke Woolfenden,40,8.2,4,0.8,0.7,a,0.95,DEF,IPS
334,Kalvin Phillips,49,12.9,12,2.0,2.0,a,1.17,MID,IPS
335,Arijanet Muric,44,24.6,24,3.0,2.3,a,1.0,GKP,IPS
