id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team
45,Kortney Hause,40,0.0,0,0.0,0.0,a,0.0,DEF,AVL
46,Samuel Iling-Junior,54,0.0,0,0.0,0.0,u,0.0,MID,AVL
47,Boubacar Kamara,50,0.0,0,0.0,0.0,d,0.0,MID,AVL
48,Kaine Kesler-Hayden,40,0.0,0,0.0,0.0,u,0.0,DEF,AVL
49,Ezri Konsa Ngoyo,45,20.1,17,2.4,3.0,d,1.14,DEF,AVL
50,Ian Maatsen,48,12.0,7,1.0,1.0,a,0.0,DEF,AVL
51,Filip Marschall,40,0.0,0,0.0,0.0,u,0.0,GKP,AVL
52,Emiliano Martínez Romero,50,14.3,20,2.9,3.5,a,1.0,GKP,AVL
53,John McGinn,53,8.8,9,1.8,0.8,i,1.29,MID,AVL
54,Tyrone Mings,44,0.0,0,0.0,0.0,d,0.0,DEF,AVL
55,Kosta Nedeljković,40,2.9,3,1.0,0.0,a,0.0,DEF,AVL
56,Robin Olsen,45,0.0,0,0.0,0.0,a,0.0,GKP,AVL
57,Pau Torres,45,13.6,14,2.0,2.2,a,1.0,DEF,AVL
58,Jacob Ramsey,55,18.5,13,2.2,1.5,d,0.81,MID,AVL
59,Morgan Rogers,53,40.7,28,4.0,5.5,a,1.04,MID,AVL
60,Viljami Sinisalo,40,0.0,0,0.0,0.0,u,0.0,GKP,AVL
61,Lino da Cruz Sousa,40,0.0,0,0.0,0.0,u,0.0,DEF,AVL
62,Youri Tielemans,55,38.0,22,3.1,3.0,a,1.01,MID,AVL
63,Ollie Watkins,91,48.2,41,5.9,8.0,a,1.19,FWD,AVL
64,Amadou Onana,51,25.6,25,4.2,1.2,d,1.28,MID,AVL
65,Jaden Philogene,53,2.2,5,1.2,1.2,a,0.68,MID,AVL
66,Lamare Bogarde,40,4.4,2,1.0,0.2,a,1.07,DEF,AVL
67,Sil Swinkels,40,0.0,0,0.0,0.0,a,0.0,DEF,AVL
68,Oliwier Zych,40,0.0,0,0.0,0.0,a,0.0,GKP,AVL
69,Kadan Young,45,0.0,0,0.0,0.0,a,0.0,MID,AVL
70,Max Aarons,44,0.0,0,0.0,0.0,a,0.0,DEF,BOU
71,Tyler Adams,49,0.0,0,0.0,0.0,d,0.0,MID,BOU
72,Jaidon Anthony,45,0.0,0,0.0,0.0,u,0.0,MID,BOU
73,David Brooks,49,2.0,1,1.0,0.2,a,0.0,MID,BOU
74,Ryan Christie,49,21.4,12,1.7,1.8,a,1.19,MID,BOU
75,Lewis Cook,50,42.5,24,3.4,3.5,a,1.01,MID,BOU
76,Enes Ünal,54,6.8,4,1.0,1.0,a,0.0,FWD,BOU
77,Romain Faivre,50,0.0,0,0.0,0.0,u,0.0,MID,BOU
78,Hamed Traorè,45,0.0,0,0.0,0.0,u,0.0,MID,BOU
79,James Hill,40,0.0,0,0.0,0.0,a,0.0,DEF,BOU
80,Daniel Jebbison,45,1.6,2,1.0,0.0,u,0.0,FWD,BOU
81,Milos Kerkez,45,17.0,10,1.4,1.5,a,1.09,DEF,BOU
82,Justin Kluivert,53,28.1,12,1.7,1.0,a,1.18,MID,BOU
83,Chris Mepham,44,0.0,0,0.0,0.0,u,0.0,DEF,BOU
84,Dango Ouattara,50,23.2,17,2.8,2.5,a,0.69,MID,BOU
85,Alex Paulsen,40,0.0,0,0.0,0.0,u,0.0,GKP,BOU
86,Philip Billing,48,1.4,2,1.0,0.2,a,0.0,MID,BOU
87,Alex Scott,49,11.8,8,1.1,1.0,a,0.46,MID,BOU
88,Antoine Semenyo,57,52.1,31,4.4,3.0,a,1.04,MID,BOU
89,Marcos Senesi,48,18.4,6,1.2,1.0,a,1.03,DEF,BOU
90,Luis Sinisterra,50,36.7,18,2.6,1.0,a,0.51,MID,BOU
91,Adam Smith,45,6.1,14,2.0,2.5,a,1.1,DEF,BOU
92,Marcus Tavernier,55,58.2,24,3.4,2.8,a,1.05,MID,BOU
93,Mark Travers,44,1.4,2,2.0,0.5,a,1.0,GKP,BOU
94,Illia Zabarnyi,45,14.3,12,1.7,1.8,a,1.0,DEF,BOU
95,Kepa Arrizabalaga,45,12.9,11,2.8,2.0,a,1.0,GKP,BOU
96,Dean Huijsen,44,7.5,3,1.0,0.0,a,0.93,DEF,BOU
97,Julián Araujo Zúñiga,45,3.9,6,1.2,0.5,a,0.99,DEF,BOU
98,Will Dennis,40,0.0,0,0.0,0.0,a,0.0,GKP,BOU
99,Francisco Evanilson de Lima Barbosa,59,23.5,17,2.8,3.2,a,1.25,FWD,BOU
100,Kristoffer Ajer,45,14.8,7,1.0,0.8,a,1.15,DEF,BRE
101,Ethan Brierley,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
102,Nathan Collins,45,38.2,25,3.6,3.2,a,1.0,DEF,BRE
103,Mikkel Damsgaard,50,38.9,22,3.1,4.2,a,0.97,MID,BRE
104,Josh Dasilva,49,0.0,0,0.0,0.0,i,0.0,MID,BRE
105,Mark Flekken,45,27.8,19,2.7,2.2,a,1.0,GKP,BRE
106,Rico Henry,43,0.0,0,0.0,0.0,d,0.0,DEF,BRE
107,Aaron Hickey,44,0.0,0,0.0,0.0,i,0.0,DEF,BRE
108,Vitaly Janelt,49,19.1,17,2.4,2.5,a,1.12,MID,BRE
109,Mathias Jensen,53,12.9,9,3.0,0.0,d,1.13,MID,BRE
110,Kim Ji-soo,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE
111,Yunus Emre Konak,45,0.4,3,1.0,0.8,a,0.0,MID,BRE
112,Keane Lewis-Potter,50,27.9,17,2.4,3.2,a,0.99,MID,BRE
113,Bryan Mbeumo,75,70.7,51,7.3,6.8,a,1.0,MID,BRE
114,Ben Mee,43,0.0,1,1.0,0.0,a,0.0,DEF,BRE
115,Christian Nørgaard,48,21.9,14,2.8,2.2,a,1.03,MID,BRE
116,Frank Onyeka,49,0.0,2,1.0,0.0,u,0.0,MID,BRE
117,Myles Peart-Harris,45,0.0,0,0.0,0.0,u,0.0,MID,BRE
118,Ethan Pinnock,45,30.7,13,1.9,2.8,a,1.0,DEF,BRE
119,Mads Roerslev Rasmussen,44,5.0,7,1.2,0.8,a,0.69,DEF,BRE
120,Kevin Schade,53,18.1,14,2.0,1.2,a,0.97,MID,BRE
121,Igor Thiago Nascimento Rodrigues,59,0.0,0,0.0,0.0,i,0.0,FWD,BRE
122,Ivan Toney,73,0.0,0,0.0,0.0,u,0.0,FWD,BRE
123,Hákon Valdimarsson,40,0.0,0,0.0,0.0,a,0.0,GKP,BRE
124,Yoane Wissa,59,33.7,28,7.0,1.8,i,1.24,FWD,BRE
125,Yehor Yarmoliuk,44,5.7,4,1.0,1.0,a,0.81,MID,BRE
126,Mathias Jorgensen,45,0.0,0,0.0,0.0,u,0.0,DEF,BRE
127,Fábio Freitas Gouveia Carvalho,48,18.9,18,2.6,3.8,a,0.75,MID,BRE
128,Sepp van den Berg,40,14.3,6,1.2,1.2,a,0.96,DEF,BRE
129,Ryan Trevitt,45,0.3,1,1.0,0.2,a,0.0,MID,BRE
130,Gustavo Nunes Fernandes Gomes,49,0.0,0,0.0,0.0,d,0.0,MID,BRE
131,Jayden Meghoma,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE
132,Tony Yogane,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
133,Simon Adingra,55,14.0,14,2.8,0.8,d,0.67,MID,BHA
134,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
135,Carlos Baleba,50,22.9,21,3.5,4.5,a,1.07,MID,BHA
136,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
137,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
138,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA
139,Lewis Dunk,45,19.1,16,2.3,1.5,a,1.02,DEF,BHA
140,Julio Enciso,54,7.9,5,1.0,0.8,a,0.0,MID,BHA
141,Pervis Estupiñán,50,16.2,2,0.5,0.2,a,0.77,DEF,BHA
142,Evan Ferguson,55,0.6,3,1.0,0.8,a,0.0,FWD,BHA
143,Billy Gilmour,50,2.5,3,1.5,0.0,u,0.93,MID,BHA
144,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA
145,Jack Hinshelwood,50,24.1,23,3.3,4.0,a,1.04,MID,BHA
146,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
147,Igor Julio dos Santos de Paulo,44,1.7,1,0.5,0.2,a,0.0,DEF,BHA
148,João Pedro Junqueira de Jesus,55,24.6,19,4.8,0.2,i,0.96,FWD,BHA
149,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
150,Tariq Lamptey,45,0.0,0,0.0,0.0,a,0.0,DEF,BHA
151,Solly March,65,0.0,0,0.0,0.0,d,0.0,MID,BHA
152,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
153,James Milner,50,10.7,5,1.7,0.0,d,1.6,MID,BHA
154,Yankuba Minteh,54,32.6,21,3.0,2.8,a,1.11,MID,BHA
155,Mitoma Kaoru,66,50.8,31,4.4,3.8,a,1.01,MID,BHA
156,Jakub Moder,44,0.0,0,0.0,0.0,a,0.0,MID,BHA
157,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA
158,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
159,Cameron Peupion,45,0.0,0,0.0,0.0,a,0.0,MID,BHA
160,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.0,u,0.0,MID,BHA
161,Jason Steele,44,4.1,9,4.5,0.0,a,1.0,GKP,BHA
162,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA
163,Jan Paul van Hecke,45,14.7,19,3.8,2.5,i,1.0,DEF,BHA
164,Joël Veltman,45,13.2,21,3.5,2.2,a,1.04,DEF,BHA
165,Bart Verbruggen,45,10.4,10,2.0,1.5,a,1.0,GKP,BHA
166,Adam Webster,44,2.4,1,0.3,0.0,d,2.31,DEF,BHA
167,Danny Welbeck,58,54.8,41,5.9,4.5,a,1.06,FWD,BHA
168,Mats Wieffer,49,9.5,9,2.2,0.8,a,0.95,MID,BHA
169,Brajan Gruda,54,0.4,1,1.0,0.2,a,0.0,MID,BHA
170,Yasin Ayari,50,13.8,8,1.6,1.0,a,0.45,MID,BHA
171,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
172,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA
173,Georginio Rutter,55,23.6,25,4.2,5.8,a,1.21,MID,BHA
174,Ferdi Kadioglu,45,10.2,1,0.3,0.2,a,1.3,DEF,BHA
175,Matt O'Riley,55,0.0,0,0.0,0.0,i,0.0,MID,BHA
176,Imari Samuels,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
177,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
178,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
179,Benoît Badiashile,43,0.0,0,0.0,0.0,a,0.0,DEF,CHE
180,Lucas Bergström,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
181,Marcus Bettinelli,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE
182,Moisés Caicedo Corozo,49,24.4,17,2.4,3.0,a,1.02,MID,CHE
183,Cesare Casadei,45,0.0,0,0.0,0.0,a,0.0,MID,CHE
184,Ben Chilwell,48,0.0,0,0.0,0.0,a,0.0,DEF,CHE
185,Carney Chukwuemeka,49,0.0,0,0.0,0.0,d,0.0,MID,CHE
186,Levi Colwill,46,21.1,18,2.6,3.5,a,1.0,DEF,CHE
187,Marc Cucurella Saseta,50,14.6,15,2.1,2.8,s,1.07,DEF,CHE
188,David Datro Fofana,54,0.0,0,0.0,0.0,u,0.0,FWD,CHE
189,Deivid Washington de Souza Eugênio,50,0.0,0,0.0,0.0,a,0.0,FWD,CHE
190,Kiernan Dewsbury-Hall,57,2.0,3,1.0,0.2,a,0.0,MID,CHE
191,Axel Disasi,44,1.5,7,3.5,1.8,a,0.96,DEF,CHE
192,Enzo Fernández,49,26.7,12,2.0,1.5,a,1.06,MID,CHE
193,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE
194,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
195,Malo Gusto,49,13.4,6,1.2,0.8,a,1.04,DEF,CHE
196,Reece James,49,0.0,0,0.0,0.0,i,0.0,DEF,CHE
197,Omari Kellyman,44,0.0,0,0.0,0.0,i,0.0,MID,CHE
198,Roméo Lavia,45,3.3,3,1.5,0.2,a,1.18,MID,CHE
199,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE
200,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE
201,Noni Madueke,65,52.1,43,7.2,5.2,a,1.13,MID,CHE
202,Marc Guiu Paz,49,0.0,1,1.0,0.0,a,0.0,FWD,CHE
203,Mykhailo Mudryk,62,4.3,4,1.0,0.5,a,1.11,MID,CHE
204,Nicolas Jackson,79,59.9,42,6.0,6.0,a,1.21,FWD,CHE
205,Christopher Nkunku,60,20.2,13,1.9,2.5,a,0.72,MID,CHE
206,Cole Palmer,108,86.9,67,9.6,10.5,a,1.06,MID,CHE
207,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE
208,Renato Palma Veiga,45,5.1,5,1.2,0.8,a,0.71,MID,CHE
209,Robert Sánchez,47,24.5,36,5.1,7.8,a,1.0,GKP,CHE
210,Tosin Adarabioyo,44,4.8,8,2.7,2.0,a,0.76,DEF,CHE
211,Wesley Fofana,45,17.6,11,1.6,2.0,s,1.06,DEF,CHE
212,Jadon Sancho,64,21.9,18,4.5,4.5,a,1.04,MID,CHE
213,Pedro Lomba Neto,62,17.1,8,1.1,0.8,a,0.75,MID,CHE
214,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
215,Filip Jørgensen,43,0.0,0,0.0,0.0,a,0.0,GKP,CHE
216,João Félix Sequeira,62,12.1,9,1.8,0.5,a,0.0,MID,CHE
217,Eddie Nketiah,59,11.8,7,1.8,1.8,a,1.14,FWD,CRY
218,Trevoh Chalobah,44,4.3,2,2.0,0.5,a,1.03,DEF,CRY
219,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
220,Cheick Doucouré,49,2.9,6,2.0,0.2,d,0.99,MID,CRY
221,Chris Richards,44,6.7,9,2.2,1.5,i,1.05,DEF,CRY
222,Chadi Riad Dnanou,44,2.0,1,1.0,0.0,i,1.0,DEF,CRY
223,Nathaniel Clyne,44,3.7,9,3.0,1.8,a,0.8,DEF,CRY
224,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
225,Eberechi Eze,68,53.9,23,3.3,2.2,a,1.0,MID,CRY
226,Marc Guéhi,44,30.0,21,3.0,4.5,a,1.0,DEF,CRY
227,Dean Henderson,45,18.1,21,3.0,3.5,a,1.0,GKP,CRY
228,Rob Holding,44,0.0,0,0.0,0.0,a,0.0,DEF,CRY
229,Will Hughes,49,6.7,4,0.7,0.5,a,0.77,MID,CRY
230,Daichi Kamada,52,17.8,11,1.6,1.8,a,0.99,MID,CRY
231,Jefferson Lerma Solís,48,8.8,7,1.4,1.0,a,0.89,MID,CRY
232,Jean-Philippe Mateta,74,24.8,22,3.1,4.2,a,1.18,FWD,CRY
233,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY
234,Remi Matthews,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
235,Tyrick Mitchell,49,32.6,16,2.3,3.0,a,1.06,DEF,CRY
236,Daniel Muñoz,49,25.8,15,2.1,2.2,d,1.15,DEF,CRY
237,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
238,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
239,Jeffrey Schlupp,48,3.1,5,1.0,0.8,a,0.0,MID,CRY
240,Joel Ward,44,0.0,0,0.0,0.0,a,0.0,DEF,CRY
241,Adam Wharton,48,26.8,12,1.7,1.5,a,1.18,MID,CRY
242,Matt Turner,40,0.0,0,0.0,0.0,n,0.0,GKP,CRY
243,Ismaïla Sarr,58,17.3,10,1.4,1.8,a,0.41,MID,CRY
244,Franco Umeh-Chibueze,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
245,Justin Devenny,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
246,Asher Agbinone,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
247,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
248,Maxence Lacroix,45,14.1,12,3.0,3.0,a,1.0,DEF,CRY
249,Caleb Kporha,40,0.0,0,0.0,0.0,a,0.0,DEF,CRY
250,Armando Broja,54,0.0,0,0.0,0.0,i,0.0,FWD,EVE
251,Abdoulaye Doucouré,52,11.1,11,1.8,1.8,a,1.14,MID,EVE
252,Norberto Bercique Gomes Betuncal,50,0.2,4,1.0,0.2,a,0.0,FWD,EVE
253,Jarrad Branthwaite,48,2.0,2,2.0,0.5,d,1.0,DEF,EVE
254,Dominic Calvert-Lewin,60,34.6,27,3.9,2.8,a,1.06,FWD,EVE
255,Séamus Coleman,43,3.9,1,1.0,0.0,d,1.0,DEF,EVE
256,Idrissa Gueye,49,9.0,10,1.7,1.0,a,0.97,MID,EVE
257,James Garner,50,7.9,7,1.8,1.8,a,0.72,MID,EVE
258,Jack Harrison,53,21.7,15,2.1,2.5,a,1.04,MID,EVE
259,Mason Holgate,40,0.0,1,1.0,0.0,u,0.0,DEF,EVE
260,Tim Iroegbunam,45,10.4,8,1.3,0.8,a,0.94,MID,EVE
261,João Neves Virgínia,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
262,Michael Keane,40,18.5,15,2.5,2.0,a,1.0,DEF,EVE
263,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE
264,Dwight McNeil,56,67.8,41,5.9,7.8,a,1.01,MID,EVE
265,Vitalii Mykolenko,43,9.5,5,1.0,0.8,d,1.17,DEF,EVE
266,Iliman Ndiaye,54,29.4,18,2.6,3.5,a,0.93,FWD,EVE
267,Nathan Patterson,44,0.0,0,0.0,0.0,d,0.0,DEF,EVE
268,Jordan Pickford,48,18.2,25,3.6,5.2,a,1.0,GKP,EVE
269,James Tarkowski,48,24.6,14,2.0,3.2,a,1.0,DEF,EVE
270,Youssef Ramalho Chermiti,49,0.0,0,0.0,0.0,i,0.0,FWD,EVE
271,Ashley Young,45,17.2,15,3.0,4.2,a,1.06,DEF,EVE
272,Jesper Lindstrøm,52,12.9,6,1.5,1.2,a,1.22,MID,EVE
273,Jake O'Brien,47,0.4,0,0.0,0.0,a,0.0,DEF,EVE
274,Harrison Armstrong,45,0.2,1,1.0,0.0,a,0.0,MID,EVE
275,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE
276,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
277,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE
278,Orel Mangala,50,5.3,6,1.5,1.5,a,1.06,MID,EVE
279,Reiss Nelson,50,14.8,13,2.6,3.0,a,0.0,MID,FUL
280,Emile Smith Rowe,57,32.1,34,4.9,4.8,a,1.15,MID,FUL
281,Joachim Andersen,44,17.7,13,2.6,3.2,a,1.0,DEF,FUL
282,Adama Traoré,51,45.2,28,4.0,2.8,a,1.13,MID,FUL
283,Andreas Hoelgebaum Pereira,53,50.9,23,3.3,4.5,a,1.16,MID,FUL
284,Calvin Bassey,45,14.3,15,2.1,2.5,a,1.0,DEF,FUL
285,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL
286,Tom Cairney,48,5.9,3,0.6,0.5,a,0.0,MID,FUL
287,Timothy Castagne,42,1.0,1,1.0,0.2,a,0.0,DEF,FUL
288,Issa Diop,45,8.2,8,1.6,0.5,a,0.97,DEF,FUL
289,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL
290,Alex Iwobi,55,47.8,27,3.9,3.8,a,1.07,MID,FUL
291,Bernd Leno,50,16.4,20,2.9,2.8,a,1.0,GKP,FUL
292,Saša Lukić,49,12.9,11,1.6,1.5,a,1.15,MID,FUL
293,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL
294,Rodrigo Muniz Carvalho,58,28.3,18,2.6,3.0,a,0.94,FWD,FUL
295,Raúl Jiménez,56,41.3,32,4.6,7.2,a,1.07,FWD,FUL
296,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL
297,Harrison Reed,48,3.1,4,0.7,0.2,a,0.0,MID,FUL
298,Antonee Robinson,47,31.5,25,3.6,3.0,a,1.0,DEF,FUL
299,Jay Stansfield,50,0.0,1,1.0,0.0,u,0.0,FWD,FUL
300,Kenny Tete,45,19.8,15,2.1,2.2,a,1.02,DEF,FUL
301,Carlos Vinícius Alves Morais,50,0.0,0,0.0,0.0,d,0.0,FWD,FUL
302,Harry Wilson,53,1.6,2,0.7,0.0,a,0.0,MID,FUL
303,Ryan Sessegnon,43,0.0,0,0.0,0.0,a,0.0,DEF,FUL
304,Jorge Cuenca Barreno,44,0.0,0,0.0,0.0,i,0.0,DEF,FUL
305,Josh King,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
306,Martial Godo,45,0.0,0,0.0,0.0,a,0.0,MID,FUL
307,Sander Berge,50,8.6,6,1.2,1.2,a,0.52,MID,FUL
308,Ali Al-Hamadi,49,2.0,1,0.3,0.0,d,0.0,FWD,IPS
309,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
310,Nathan Broadhead,49,0.0,0,0.0,0.0,a,0.0,MID,IPS
311,Cameron Burgess,39,0.0,0,0.0,0.0,a,0.0,DEF,IPS
312,Wes Burns,49,8.0,6,1.2,1.5,a,1.29,MID,IPS
313,Conor Chaplin,52,3.3,7,1.2,0.8,a,0.94,MID,IPS
314,Harry Clarke,40,0.0,0,0.0,0.0,a,0.0,DEF,IPS
315,Leif Davis,45,39.2,18,2.6,2.5,a,1.0,DEF,IPS
316,Liam Delap,56,36.6,31,4.4,5.0,a,1.17,FWD,IPS
317,George Edmundson,40,0.0,1,1.0,0.0,u,0.0,DEF,IPS
318,Jacob Greaves,41,21.5,11,1.6,2.0,a,1.0,DEF,IPS
319,Marcus Myers-Harness,49,1.7,2,1.0,0.0,u,0.0,MID,IPS
320,George Hirst,54,5.8,4,1.0,1.0,a,0.0,FWD,IPS
321,Cameron Humphreys,45,0.0,0,0.0,0.0,u,0.0,MID,IPS
322,Omari Giraud-Hutchinson,53,21.5,16,2.3,2.8,a,1.03,MID,IPS
323,Ben Johnson,40,8.0,4,1.0,0.2,a,0.81,DEF,IPS
324,Freddie Ladapo,45,0.0,0,0.0,0.0,u,0.0,FWD,IPS
325,Massimo Luongo,45,3.0,6,1.5,0.5,a,1.27,MID,IPS
326,Sam Morsy,49,21.3,18,2.6,3.5,a,1.01,MID,IPS
327,Corrie Ndaba,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
328,Cieran Slicker,40,0.0,0,0.0,0.0,a,0.0,GKP,IPS
329,Jack Taylor,48,3.2,4,0.8,0.5,a,0.0,MID,IPS
330,Axel Tuanzebe,40,16.4,11,1.8,2.0,d,1.05,DEF,IPS
331,Christian Walton,44,2.8,2,2.0,0.0,a,1.0,GKP,IPS
332,Luke Woolfenden,40,6.6,2,0.7,0.0,a,1.0,DEF,IPS
333,Kalvin Phillips,49,7.3,8,2.0,1.5,a,1.2,MID,IPS
334,Arijanet Muric,44,15.3,19,3.2,4.0,a,1.0,GKP,IPS
335,Conor Townsend,40,0.0,0,0.0,0.0,a,0.0,DEF,IPS
