id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team
78,Romain Faivre,50,0.0,0,0.0,0.0,u,0.0,MID,BOU
79,Hamed Traorè,45,0.0,0,0.0,0.0,u,0.0,MID,BOU
80,James Hill,39,0.5,2,1.0,0.3,a,0.0,DEF,BOU
81,Daniel Jebbison,45,1.6,2,1.0,0.0,u,0.0,FWD,BOU
82,Milos Kerkez,47,72.3,62,3.4,5.2,a,1.05,DEF,BOU
83,Justin Kluivert,55,103.7,75,4.2,6.3,s,1.2,MID,BOU
84,Chris Mepham,44,0.0,0,0.0,0.0,u,0.0,DEF,BOU
85,Dango Ouattara,50,73.4,48,3.2,4.2,a,0.81,MID,BOU
86,Alex Paulsen,40,0.0,0,0.0,0.0,u,0.0,GKP,BOU
87,Philip Billing,48,14.8,8,1.0,1.0,a,0.0,MID,BOU
88,Alex Scott,47,15.8,11,1.4,0.0,i,0.7,MID,BOU
89,Antoine Semenyo,56,121.5,66,3.9,3.2,a,1.04,MID,BOU
90,Marcos Senesi,47,33.1,21,1.9,0.2,i,1.08,DEF,BOU
91,Luis Sinisterra,48,37.2,19,2.4,0.0,i,0.44,MID,BOU
92,Adam Smith,45,18.6,34,2.0,2.5,i,1.05,DEF,BOU
93,Marcus Tavernier,54,97.1,48,3.2,2.2,i,1.03,MID,BOU
94,Mark Travers,44,9.4,10,3.3,0.0,a,1.0,GKP,BOU
95,Illia Zabarnyi,44,46.7,47,2.6,4.0,a,1.0,DEF,BOU
96,Kepa Arrizabalaga,45,34.6,50,3.8,5.0,a,1.0,GKP,BOU
97,Dean Huijsen,44,45.3,48,4.0,7.0,a,0.9,DEF,BOU
98,Julián Araujo Zúñiga,43,5.1,8,1.0,0.0,i,1.28,DEF,BOU
99,Will Dennis,40,0.0,0,0.0,0.0,a,0.0,GKP,BOU
100,Francisco Evanilson de Lima Barbosa,60,86.1,68,4.0,3.5,a,1.12,FWD,BOU
101,Max Kinsey,40,0.0,0,0.0,0.0,a,0.0,DEF,BOU
102,Ben Winterburn,45,0.0,0,0.0,0.0,a,0.0,MID,BOU
103,Archie Harris,40,0.0,0,0.0,0.0,a,0.0,DEF,BOU
104,Kristoffer Ajer,44,22.0,9,0.9,0.3,i,1.13,DEF,BRE
105,Ethan Brierley,44,0.0,0,0.0,0.0,a,0.0,MID,BRE
106,Nathan Collins,46,81.2,55,3.1,3.3,a,1.0,DEF,BRE
107,Mikkel Damsgaard,50,100.0,64,3.6,3.5,a,1.06,MID,BRE
108,Josh Dasilva,48,0.0,0,0.0,0.0,i,0.0,MID,BRE
109,Mark Flekken,45,71.8,54,3.0,2.7,d,1.04,GKP,BRE
110,Rico Henry,43,0.0,0,0.0,0.0,i,0.0,DEF,BRE
111,Aaron Hickey,43,0.0,0,0.0,0.0,i,0.0,DEF,BRE
112,Vitaly Janelt,49,54.7,49,2.9,1.3,a,1.03,MID,BRE
113,Mathias Jensen,53,20.4,17,2.1,0.2,i,1.13,MID,BRE
114,Kim Ji-soo,39,0.3,1,1.0,0.2,a,0.0,DEF,BRE
115,Yunus Emre Konak,45,0.4,5,1.0,0.2,a,0.0,MID,BRE
116,Keane Lewis-Potter,50,59.8,43,2.4,1.8,a,1.05,MID,BRE
117,Bryan Mbeumo,76,147.5,110,6.1,5.2,a,1.0,MID,BRE
118,Ben Mee,42,4.3,7,1.4,1.0,a,1.03,DEF,BRE
119,Christian Nørgaard,48,56.0,36,2.4,2.3,a,1.1,MID,BRE
120,Frank Onyeka,49,0.0,2,1.0,0.0,u,0.0,MID,BRE
121,Myles Peart-Harris,45,0.0,0,0.0,0.0,u,0.0,MID,BRE
122,Ethan Pinnock,45,72.3,33,2.1,0.7,i,1.0,DEF,BRE
123,Mads Roerslev Rasmussen,43,28.1,23,1.6,1.8,a,0.83,DEF,BRE
124,Kevin Schade,51,61.6,61,3.4,7.0,a,0.97,MID,BRE
125,Igor Thiago Nascimento Rodrigues,59,4.2,5,1.2,0.7,i,0.7,FWD,BRE
126,Ivan Toney,73,0.0,0,0.0,0.0,u,0.0,FWD,BRE
127,Hákon Valdimarsson,39,1.2,1,1.0,0.2,a,0.0,GKP,BRE
128,Yoane Wissa,62,85.6,78,5.2,3.7,a,1.11,FWD,BRE
129,Yehor Yarmoliuk,44,22.4,15,1.2,1.2,a,0.88,MID,BRE
130,Mathias Jorgensen,45,0.0,0,0.0,0.0,u,0.0,DEF,BRE
131,Fábio Freitas Gouveia Carvalho,46,29.1,27,1.7,1.0,a,0.65,MID,BRE
132,Sepp van den Berg,41,39.9,20,1.4,0.7,i,1.0,DEF,BRE
133,Ryan Trevitt,44,0.3,1,1.0,0.0,a,0.0,MID,BRE
134,Gustavo Nunes Fernandes Gomes,49,0.0,0,0.0,0.0,i,0.0,MID,BRE
135,Jayden Meghoma,40,0.1,1,1.0,0.2,a,0.0,DEF,BRE
136,Tony Yogane,45,0.0,0,0.0,0.0,a,0.0,MID,BRE
137,Paris Maghoma,45,1.5,3,1.0,0.5,a,0.0,MID,BRE
138,Benjamin Arthur,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE
139,Simon Adingra,52,27.6,23,1.9,0.8,a,0.74,MID,BHA
140,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
141,Carlos Baleba,50,53.2,42,2.8,2.7,a,1.09,MID,BHA
142,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
143,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
144,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA
145,Lewis Dunk,44,39.8,35,2.5,2.2,a,1.0,DEF,BHA
146,Julio Enciso,54,26.8,12,1.2,0.8,a,0.39,MID,BHA
147,Pervis Estupiñán,51,68.5,26,1.7,3.0,a,0.94,DEF,BHA
148,Evan Ferguson,55,14.6,19,1.6,1.0,a,0.83,FWD,BHA
149,Billy Gilmour,50,2.5,3,1.5,0.0,u,0.93,MID,BHA
150,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA
151,Jack Hinshelwood,49,30.6,28,2.8,0.0,d,1.07,MID,BHA
152,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
153,Igor Julio dos Santos de Paulo,44,19.9,15,1.5,0.7,a,0.85,DEF,BHA
154,João Pedro Junqueira de Jesus,58,75.8,57,4.8,2.5,a,1.05,FWD,BHA
155,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
156,Tariq Lamptey,44,15.8,17,2.8,2.3,a,1.05,DEF,BHA
157,Solly March,65,0.5,1,1.0,0.2,a,0.0,MID,BHA
158,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA
159,James Milner,50,10.7,5,1.7,0.0,d,1.6,MID,BHA
160,Yankuba Minteh,51,46.3,33,2.5,2.0,a,0.98,MID,BHA
161,Mitoma Kaoru,65,119.7,68,3.8,3.5,a,1.01,MID,BHA
162,Jakub Moder,44,1.6,2,1.0,0.0,a,0.0,MID,BHA
163,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA
164,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA
165,Cameron Peupion,44,0.0,0,0.0,0.0,a,0.0,MID,BHA
166,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.0,u,0.0,MID,BHA
167,Jason Steele,42,4.1,9,4.5,0.0,a,1.0,GKP,BHA
168,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA
169,Jan Paul van Hecke,45,55.1,40,2.5,2.7,a,1.01,DEF,BHA
170,Joël Veltman,45,28.8,43,3.3,1.5,a,1.06,DEF,BHA
171,Bart Verbruggen,45,44.3,48,3.0,2.8,a,1.0,GKP,BHA
172,Adam Webster,43,2.4,1,0.3,0.0,d,2.31,DEF,BHA
173,Danny Welbeck,56,83.7,69,4.9,0.5,d,1.05,FWD,BHA
174,Mats Wieffer,47,27.8,28,2.2,2.5,d,0.78,MID,BHA
175,Brajan Gruda,54,18.2,11,1.4,1.2,a,0.84,MID,BHA
176,Yasin Ayari,50,53.3,26,1.7,1.5,a,0.95,MID,BHA
177,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA
178,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA
179,Georginio Rutter,54,55.2,55,3.2,1.7,a,1.17,MID,BHA
180,Ferdi Kadioglu,45,24.0,19,3.2,0.0,d,1.17,DEF,BHA
181,Matt O'Riley,55,25.8,14,2.3,0.8,a,0.95,MID,BHA
182,Imari Samuels,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
183,Killian Cahill,39,0.0,0,0.0,0.0,a,0.0,GKP,BHA
184,Ruairi McConville,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
185,Jacob Slater,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA
186,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
187,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,u,0.0,MID,CHE
188,Benoît Badiashile,43,5.7,5,1.2,0.3,i,0.73,DEF,CHE
189,Lucas Bergström,39,0.0,0,0.0,0.0,a,0.0,GKP,CHE
190,Marcus Bettinelli,39,0.0,0,0.0,0.0,a,0.0,GKP,CHE
191,Moisés Caicedo Corozo,49,70.7,54,3.0,2.8,a,1.02,MID,CHE
192,Cesare Casadei,44,0.0,0,0.0,0.0,a,0.0,MID,CHE
193,Ben Chilwell,47,0.0,0,0.0,0.0,a,0.0,DEF,CHE
194,Carney Chukwuemeka,48,0.0,0,0.0,0.0,a,0.0,MID,CHE
195,Levi Colwill,46,47.4,45,2.6,3.2,a,1.0,DEF,CHE
196,Marc Cucurella Saseta,52,45.8,43,2.7,3.8,a,1.0,DEF,CHE
197,David Datro Fofana,54,0.0,0,0.0,0.0,u,0.0,FWD,CHE
198,Deivid Washington de Souza Eugênio,49,0.0,0,0.0,0.0,a,0.0,FWD,CHE
199,Kiernan Dewsbury-Hall,55,2.5,5,1.0,0.2,a,0.0,MID,CHE
200,Axel Disasi,42,11.9,20,5.0,2.2,a,0.99,DEF,CHE
201,Enzo Fernández,51,102.7,64,3.8,5.5,a,0.95,MID,CHE
202,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE
203,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
204,Malo Gusto,49,50.8,27,1.8,2.7,a,1.03,DEF,CHE
205,Reece James,48,6.2,5,1.2,0.0,i,1.12,DEF,CHE
206,Omari Kellyman,44,0.0,0,0.0,0.0,i,0.0,MID,CHE
207,Roméo Lavia,45,18.8,15,1.7,0.5,i,1.33,MID,CHE
208,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE
209,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE
210,Noni Madueke,63,117.2,76,4.8,4.0,a,1.13,MID,CHE
211,Marc Guiu Paz,47,0.0,1,1.0,0.0,a,0.0,FWD,CHE
212,Mykhailo Mudryk,62,8.5,7,1.0,0.0,s,0.62,MID,CHE
213,Nicolas Jackson,83,129.1,93,5.5,3.5,a,1.15,FWD,CHE
214,Christopher Nkunku,58,36.9,34,2.0,3.0,a,0.56,MID,CHE
215,Cole Palmer,113,195.6,141,7.8,9.2,a,1.03,MID,CHE
216,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE
217,Renato Palma Veiga,45,5.9,7,1.0,0.3,a,0.51,MID,CHE
218,Robert Sánchez,48,45.8,66,3.9,3.5,a,1.0,GKP,CHE
219,Tosin Adarabioyo,42,15.5,21,2.6,2.3,a,1.02,DEF,CHE
220,Wesley Fofana,44,28.7,19,1.6,0.2,i,1.06,DEF,CHE
221,Jadon Sancho,62,59.5,44,3.7,4.0,a,1.07,MID,CHE
222,Pedro Lomba Neto,62,61.3,33,2.2,1.3,a,0.91,MID,CHE
223,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE
224,Filip Jørgensen,42,2.7,3,3.0,0.5,a,1.0,GKP,CHE
225,João Félix Sequeira,60,26.2,18,2.0,1.0,a,0.61,MID,CHE
226,Samuel Rak-Sakyi,45,0.0,0,0.0,0.0,a,0.0,MID,CHE
227,Tyrique George,45,0.0,0,0.0,0.0,a,0.0,MID,CHE
228,Josh Acheampong,40,0.0,0,0.0,0.0,a,0.0,DEF,CHE
229,Eddie Nketiah,59,35.8,19,1.6,1.2,a,0.94,FWD,CRY
230,Trevoh Chalobah,44,42.8,44,4.0,4.0,a,1.02,DEF,CRY
231,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
232,Cheick Doucouré,49,8.2,13,1.3,0.5,a,0.9,MID,CRY
233,Chris Richards,44,9.2,11,1.6,0.2,a,1.02,DEF,CRY
234,Chadi Riad Dnanou,43,2.0,1,1.0,0.0,d,1.0,DEF,CRY
235,Nathaniel Clyne,43,9.2,13,1.6,0.0,a,0.95,DEF,CRY
236,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
237,Eberechi Eze,66,96.3,44,3.1,2.2,a,1.08,MID,CRY
238,Marc Guéhi,45,70.9,53,2.9,2.5,s,1.0,DEF,CRY
239,Dean Henderson,44,46.9,62,3.4,3.2,a,1.0,GKP,CRY
240,Rob Holding,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY
241,Will Hughes,49,53.4,32,2.0,3.5,d,0.99,MID,CRY
242,Daichi Kamada,51,37.4,18,1.3,0.7,a,1.01,MID,CRY
243,Jefferson Lerma Solís,48,33.5,21,1.5,1.8,a,0.99,MID,CRY
244,Jean-Philippe Mateta,72,74.1,57,3.2,2.8,a,1.08,FWD,CRY
245,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY
246,Remi Matthews,39,0.0,0,0.0,0.0,a,0.0,GKP,CRY
247,Tyrick Mitchell,48,70.0,55,3.1,4.8,a,1.04,DEF,CRY
248,Daniel Muñoz,47,86.2,57,3.4,5.2,a,1.06,DEF,CRY
249,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
250,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY
251,Jeffrey Schlupp,47,9.9,11,1.0,0.3,a,0.0,MID,CRY
252,Joel Ward,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY
253,Adam Wharton,47,29.7,15,1.9,0.0,i,1.16,MID,CRY
254,Matt Turner,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY
255,Ismaïla Sarr,58,100.5,64,3.6,5.5,a,0.91,MID,CRY
256,Franco Umeh-Chibueze,44,0.0,0,0.0,0.0,d,0.0,MID,CRY
257,Justin Devenny,45,17.4,16,2.0,1.0,a,0.79,MID,CRY
258,Asher Agbinone,45,1.5,2,1.0,0.0,a,0.0,MID,CRY
259,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY
260,Maxence Lacroix,45,44.8,46,3.1,4.2,a,1.0,DEF,CRY
261,Caleb Kporha,40,1.3,2,1.0,0.2,a,0.0,DEF,CRY
262,Zach Marsh,45,0.0,0,0.0,0.0,a,0.0,FWD,CRY
263,Armando Broja,54,4.2,2,0.7,0.4,a,0.0,FWD,EVE
264,Abdoulaye Doucouré,51,35.5,35,2.3,2.6,a,1.08,MID,EVE
265,Norberto Bercique Gomes Betuncal,49,15.1,16,1.6,0.4,a,0.46,FWD,EVE
266,Jarrad Branthwaite,48,17.3,36,3.6,4.0,a,0.99,DEF,EVE
267,Dominic Calvert-Lewin,54,66.3,49,2.9,2.4,a,1.11,FWD,EVE
268,Séamus Coleman,43,6.2,3,1.0,0.4,a,0.92,DEF,EVE
269,Idrissa Gueye,48,40.1,34,2.1,2.4,a,1.01,MID,EVE
270,James Garner,49,7.9,7,1.8,0.0,i,0.72,MID,EVE
271,Jack Harrison,52,41.3,32,2.0,2.0,a,1.01,MID,EVE
272,Mason Holgate,40,0.0,1,1.0,0.0,u,0.0,DEF,EVE
273,Tim Iroegbunam,44,10.4,8,1.3,0.0,i,0.94,MID,EVE
274,João Neves Virgínia,39,0.0,0,0.0,0.0,a,0.0,GKP,EVE
275,Michael Keane,40,33.0,32,3.6,0.0,a,1.0,DEF,EVE
276,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE
277,Dwight McNeil,52,100.5,65,5.0,2.2,d,1.03,MID,EVE
278,Vitalii Mykolenko,43,38.3,53,3.5,5.0,a,1.05,DEF,EVE
279,Iliman Ndiaye,54,74.9,51,3.0,3.2,d,1.01,FWD,EVE
280,Nathan Patterson,44,2.6,2,1.0,0.4,a,0.0,DEF,EVE
281,Jordan Pickford,49,46.7,82,4.8,6.0,a,1.0,GKP,EVE
282,James Tarkowski,48,65.2,57,3.4,4.0,a,1.01,DEF,EVE
283,Youssef Ramalho Chermiti,49,0.0,0,0.0,0.0,a,0.0,FWD,EVE
284,Ashley Young,47,58.1,67,4.8,4.8,a,1.05,DEF,EVE
285,Jesper Lindstrøm,51,41.8,21,1.6,1.2,a,1.0,MID,EVE
286,Jake O'Brien,46,0.5,1,0.5,0.2,a,0.0,DEF,EVE
287,Harrison Armstrong,45,0.2,1,0.5,0.0,a,0.0,MID,EVE
288,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE
289,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE
290,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE
291,Orel Mangala,50,26.6,29,2.1,3.0,a,0.95,MID,EVE
292,Callum Bates,45,0.0,0,0.0,0.0,a,0.0,MID,EVE
293,Reiss Nelson,50,55.1,27,2.2,0.8,i,0.93,MID,FUL
294,Emile Smith Rowe,54,66.9,61,3.8,1.0,d,1.16,MID,FUL
295,Joachim Andersen,42,28.7,21,2.1,0.2,a,1.03,DEF,FUL
296,Adama Traoré,47,76.6,45,2.6,1.0,a,1.09,MID,FUL
297,Andreas Hoelgebaum Pereira,50,91.6,43,2.7,2.0,a,1.16,MID,FUL
298,Calvin Bassey,45,37.1,37,2.2,2.2,a,1.0,DEF,FUL
299,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL
300,Tom Cairney,48,21.8,14,1.2,1.2,a,0.34,MID,FUL
301,Timothy Castagne,42,17.8,17,2.1,2.5,a,0.75,DEF,FUL
302,Issa Diop,44,28.8,22,1.7,2.3,a,0.97,DEF,FUL
303,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL
304,Alex Iwobi,58,130.7,83,4.6,4.8,a,1.03,MID,FUL
305,Bernd Leno,50,46.6,57,3.2,3.0,a,1.0,GKP,FUL
306,Saša Lukić,48,28.9,23,1.8,1.7,a,1.1,MID,FUL
307,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL
308,Rodrigo Muniz Carvalho,55,48.2,41,2.4,3.3,a,0.83,FWD,FUL
309,Raúl Jiménez,55,85.8,65,3.6,2.5,a,1.1,FWD,FUL
310,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL
311,Harrison Reed,47,3.7,6,0.8,0.0,i,0.0,MID,FUL
312,Antonee Robinson,49,98.7,62,3.4,3.7,a,1.0,DEF,FUL
313,Jay Stansfield,50,0.0,1,1.0,0.0,u,0.0,FWD,FUL
314,Kenny Tete,45,49.4,37,2.5,1.3,i,1.07,DEF,FUL
315,Carlos Vinícius Alves Morais,50,2.3,1,1.0,0.2,a,0.0,FWD,FUL
316,Harry Wilson,52,40.1,39,2.8,2.5,a,0.62,MID,FUL
317,Ryan Sessegnon,42,0.2,2,1.0,0.3,a,0.0,DEF,FUL
318,Jorge Cuenca Barreno,44,2.4,4,1.0,0.5,a,0.97,DEF,FUL
319,Josh King,45,5.2,4,2.0,0.7,a,1.27,MID,FUL
320,Martial Godo,45,0.8,1,1.0,0.2,a,0.0,MID,FUL
321,Sander Berge,50,33.8,26,1.9,1.8,d,0.94,MID,FUL
322,Samuel Amissah,40,0.0,0,0.0,0.0,a,0.0,DEF,FUL
323,Ali Al-Hamadi,48,5.9,6,0.7,0.7,a,0.0,FWD,IPS
324,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS
325,Nathan Broadhead,49,4.3,4,1.0,0.7,a,0.0,MID,IPS
326,Cameron Burgess,40,32.3,15,1.7,1.3,a,1.0,DEF,IPS
327,Wes Burns,48,26.7,23,1.6,1.3,a,1.11,MID,IPS
328,Conor Chaplin,51,29.7,33,2.2,2.8,a,1.04,MID,IPS
329,Harry Clarke,40,10.5,1,0.1,0.8,a,0.95,DEF,IPS
330,Leif Davis,45,95.1,42,2.3,1.3,a,1.0,DEF,IPS
331,Liam Delap,56,76.8,61,3.6,1.3,a,1.14,FWD,IPS
332,George Edmundson,40,0.0,1,1.0,0.0,u,0.0,DEF,IPS
333,Jacob Greaves,39,27.9,14,1.6,0.5,a,1.0,DEF,IPS
334,Marcus Myers-Harness,49,1.7,2,1.0,0.0,u,0.0,MID,IPS
335,George Hirst,54,16.7,17,2.1,0.0,i,0.52,FWD,IPS
