id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team,season
93,Mark Travers,44,1.4,2,2.0,0.0,a,1.0,GKP,BOU,25
94,Illia Zabarnyi,44,15.2,18,2.2,3.3,a,1.0,DEF,BOU,25
95,Kepa Arrizabalaga,45,13.8,17,3.4,3.3,a,1.0,GKP,BOU,25
96,Dean Huijsen,44,7.5,3,1.0,0.0,a,0.93,DEF,BOU,25
97,Julián Araujo Zúñiga,45,4.8,7,1.2,0.3,a,1.14,DEF,BOU,25
98,Will Dennis,40,0.0,0,0.0,0.0,a,0.0,GKP,BOU,25
99,Francisco Evanilson de Lima Barbosa,59,26.5,22,3.1,5.3,a,1.23,FWD,BOU,25
100,Kristoffer Ajer,45,15.9,7,0.9,0.7,a,1.13,DEF,BRE,25
101,Ethan Brierley,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
102,Nathan Collins,45,44.4,26,3.2,4.3,a,1.0,DEF,BRE,25
103,Mikkel Damsgaard,50,44.2,27,3.4,6.0,a,0.98,MID,BRE,25
104,Josh Dasilva,48,0.0,0,0.0,0.0,i,0.0,MID,BRE,25
105,Mark Flekken,45,34.1,23,2.9,2.7,a,1.0,GKP,BRE,25
106,Rico Henry,43,0.0,0,0.0,0.0,i,0.0,DEF,BRE,25
107,Aaron Hickey,44,0.0,0,0.0,0.0,i,0.0,DEF,BRE,25
108,Vitaly Janelt,49,21.1,19,2.4,2.7,a,1.14,MID,BRE,25
109,Mathias Jensen,53,12.9,9,3.0,0.0,d,1.13,MID,BRE,25
110,Kim Ji-soo,39,0.0,0,0.0,0.0,a,0.0,DEF,BRE,25
111,Yunus Emre Konak,45,0.4,3,1.0,0.7,a,0.0,MID,BRE,25
112,Keane Lewis-Potter,50,28.6,19,2.4,2.7,a,1.04,MID,BRE,25
113,Bryan Mbeumo,76,76.9,53,6.6,6.3,a,1.0,MID,BRE,25
114,Ben Mee,43,0.0,1,1.0,0.0,a,0.0,DEF,BRE,25
115,Christian Nørgaard,48,25.3,15,2.5,2.7,a,1.03,MID,BRE,25
116,Frank Onyeka,49,0.0,2,1.0,0.0,u,0.0,MID,BRE,25
117,Myles Peart-Harris,45,0.0,0,0.0,0.0,u,0.0,MID,BRE,25
118,Ethan Pinnock,45,42.4,20,2.5,5.3,a,1.0,DEF,BRE,25
119,Mads Roerslev Rasmussen,44,5.1,8,1.1,0.7,a,0.68,DEF,BRE,25
120,Kevin Schade,53,18.7,16,2.0,1.7,a,1.01,MID,BRE,25
121,Igor Thiago Nascimento Rodrigues,59,0.0,0,0.0,0.0,i,0.0,FWD,BRE,25
122,Ivan Toney,73,0.0,0,0.0,0.0,u,0.0,FWD,BRE,25
123,Hákon Valdimarsson,40,0.0,0,0.0,0.0,a,0.0,GKP,BRE,25
124,Yoane Wissa,59,34.1,29,5.8,0.3,a,1.15,FWD,BRE,25
125,Yehor Yarmoliuk,44,6.2,5,1.0,0.7,a,0.71,MID,BRE,25
126,Mathias Jorgensen,45,0.0,0,0.0,0.0,u,0.0,DEF,BRE,25
127,Fábio Freitas Gouveia Carvalho,48,19.6,19,2.4,4.3,a,0.71,MID,BRE,25
128,Sepp van den Berg,40,16.5,7,1.2,1.3,a,0.98,DEF,BRE,25
129,Ryan Trevitt,45,0.3,1,1.0,0.0,a,0.0,MID,BRE,25
130,Gustavo Nunes Fernandes Gomes,49,0.0,0,0.0,0.0,i,0.0,MID,BRE,25
131,Jayden Meghoma,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE,25
132,Tony Yogane,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
133,Simon Adingra,54,14.0,14,2.8,0.5,a,0.67,MID,BHA,25
134,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
135,Carlos Baleba,50,25.4,24,3.4,4.5,a,1.1,MID,BHA,25
136,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA,25
137,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
138,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
139,Lewis Dunk,45,21.2,22,2.8,1.5,a,1.02,DEF,BHA,25
140,Julio Enciso,54,11.1,6,1.0,0.8,a,0.0,MID,BHA,25
141,Pervis Estupiñán,50,17.1,3,0.6,0.5,a,0.71,DEF,BHA,25
142,Evan Ferguson,55,1.5,4,1.0,0.8,a,1.11,FWD,BHA,25
143,Billy Gilmour,50,2.5,3,1.5,0.0,u,0.93,MID,BHA,25
144,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
145,Jack Hinshelwood,50,26.7,25,3.1,4.0,a,1.03,MID,BHA,25
146,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
147,Igor Julio dos Santos de Paulo,44,3.6,7,2.3,1.8,a,0.44,DEF,BHA,25
148,João Pedro Junqueira de Jesus,54,24.6,19,4.8,0.2,i,0.96,FWD,BHA,25
149,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
150,Tariq Lamptey,44,0.0,0,0.0,0.0,a,0.0,DEF,BHA,25
151,Solly March,65,0.0,0,0.0,0.0,d,0.0,MID,BHA,25
152,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
153,James Milner,50,10.7,5,1.7,0.0,i,1.6,MID,BHA,25
154,Yankuba Minteh,54,32.6,21,3.0,2.2,d,1.11,MID,BHA,25
155,Mitoma Kaoru,66,53.8,32,4.0,3.2,a,0.97,MID,BHA,25
156,Jakub Moder,44,0.0,0,0.0,0.0,a,0.0,MID,BHA,25
157,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA,25
158,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA,25
159,Cameron Peupion,45,0.0,0,0.0,0.0,a,0.0,MID,BHA,25
160,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.0,u,0.0,MID,BHA,25
161,Jason Steele,44,4.1,9,4.5,0.0,a,1.0,GKP,BHA,25
162,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA,25
163,Jan Paul van Hecke,45,15.4,20,3.3,1.2,a,0.98,DEF,BHA,25
164,Joël Veltman,45,16.3,28,4.0,2.2,a,1.03,DEF,BHA,25
165,Bart Verbruggen,45,15.7,20,3.3,2.8,a,1.0,GKP,BHA,25
166,Adam Webster,44,2.4,1,0.3,0.0,i,2.31,DEF,BHA,25
167,Danny Welbeck,59,61.4,50,6.2,6.2,d,1.07,FWD,BHA,25
168,Mats Wieffer,48,11.9,10,2.0,1.0,a,0.86,MID,BHA,25
169,Brajan Gruda,54,0.4,1,1.0,0.2,a,0.0,MID,BHA,25
170,Yasin Ayari,50,18.4,10,1.7,0.8,a,0.65,MID,BHA,25
171,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
172,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA,25
173,Georginio Rutter,55,29.7,31,4.4,6.5,a,1.22,MID,BHA,25
174,Ferdi Kadioglu,45,13.0,7,1.8,1.5,a,1.18,DEF,BHA,25
175,Matt O'Riley,55,0.0,0,0.0,0.0,i,0.0,MID,BHA,25
176,Imari Samuels,40,0.0,0,0.0,0.0,a,0.0,DEF,BHA,25
177,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE,25
178,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,u,0.0,MID,CHE,25
179,Benoît Badiashile,43,0.9,1,1.0,0.3,a,0.0,DEF,CHE,25
180,Lucas Bergström,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
181,Marcus Bettinelli,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
182,Moisés Caicedo Corozo,49,30.2,22,2.8,2.7,a,1.02,MID,CHE,25
183,Cesare Casadei,45,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
184,Ben Chilwell,47,0.0,0,0.0,0.0,a,0.0,DEF,CHE,25
185,Carney Chukwuemeka,48,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
186,Levi Colwill,46,22.0,19,2.4,1.0,a,1.0,DEF,CHE,25
187,Marc Cucurella Saseta,50,14.6,15,2.1,0.3,a,1.07,DEF,CHE,25
188,David Datro Fofana,54,0.0,0,0.0,0.0,u,0.0,FWD,CHE,25
189,Deivid Washington de Souza Eugênio,50,0.0,0,0.0,0.0,a,0.0,FWD,CHE,25
190,Kiernan Dewsbury-Hall,57,2.0,3,1.0,0.0,a,0.0,MID,CHE,25
191,Axel Disasi,44,1.5,7,3.5,0.0,a,0.96,DEF,CHE,25
192,Enzo Fernández,49,28.6,13,1.9,1.3,a,0.99,MID,CHE,25
193,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE,25
194,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
195,Malo Gusto,49,17.0,7,1.2,1.3,a,1.03,DEF,CHE,25
196,Reece James,49,0.8,0,0.0,0.0,a,1.73,DEF,CHE,25
197,Omari Kellyman,44,0.0,0,0.0,0.0,i,0.0,MID,CHE,25
198,Roméo Lavia,45,4.5,4,1.3,0.7,a,1.41,MID,CHE,25
199,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE,25
200,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
201,Noni Madueke,65,57.0,45,6.4,5.7,a,1.14,MID,CHE,25
202,Marc Guiu Paz,49,0.0,1,1.0,0.0,a,0.0,FWD,CHE,25
203,Mykhailo Mudryk,62,4.3,4,1.0,0.7,a,1.11,MID,CHE,25
204,Nicolas Jackson,79,65.4,48,6.0,4.3,a,1.18,FWD,CHE,25
205,Christopher Nkunku,60,21.0,14,1.8,1.0,a,0.65,MID,CHE,25
206,Cole Palmer,108,90.6,69,8.6,11.0,a,1.05,MID,CHE,25
207,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE,25
208,Renato Palma Veiga,45,5.8,5,1.0,0.3,a,0.55,MID,CHE,25
209,Robert Sánchez,47,27.2,38,4.8,2.7,a,1.0,GKP,CHE,25
210,Tosin Adarabioyo,44,5.1,7,1.8,0.0,a,1.05,DEF,CHE,25
211,Wesley Fofana,45,17.6,11,1.6,0.3,a,1.06,DEF,CHE,25
212,Jadon Sancho,64,23.3,19,3.8,4.0,a,1.18,MID,CHE,25
213,Pedro Lomba Neto,62,22.2,9,1.1,0.7,a,0.63,MID,CHE,25
214,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
215,Filip Jørgensen,43,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
216,João Félix Sequeira,61,12.1,9,1.8,0.3,a,0.0,MID,CHE,25
217,Eddie Nketiah,59,22.3,9,1.8,1.7,a,1.18,FWD,CRY,25
218,Trevoh Chalobah,44,9.8,4,2.0,1.3,a,1.02,DEF,CRY,25
219,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
220,Cheick Doucouré,49,2.9,6,2.0,0.0,d,0.99,MID,CRY,25
221,Chris Richards,44,6.7,9,2.2,0.0,i,1.05,DEF,CRY,25
222,Chadi Riad Dnanou,43,2.0,1,1.0,0.0,i,1.0,DEF,CRY,25
223,Nathaniel Clyne,44,3.7,9,3.0,2.0,a,0.8,DEF,CRY,25
224,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
225,Eberechi Eze,67,60.3,25,3.1,2.0,a,1.0,MID,CRY,25
226,Marc Guéhi,44,32.1,23,2.9,4.3,a,1.0,DEF,CRY,25
227,Dean Henderson,45,21.1,24,3.0,2.3,a,1.0,GKP,CRY,25
228,Rob Holding,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
229,Will Hughes,49,14.1,6,0.9,1.0,a,0.88,MID,CRY,25
230,Daichi Kamada,52,22.4,12,1.5,1.3,a,1.0,MID,CRY,25
231,Jefferson Lerma Solís,48,12.7,8,1.3,1.3,a,0.92,MID,CRY,25
232,Jean-Philippe Mateta,73,27.6,23,2.9,1.3,a,1.12,FWD,CRY,25
233,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY,25
234,Remi Matthews,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY,25
235,Tyrick Mitchell,49,33.6,18,2.2,1.3,a,1.07,DEF,CRY,25
236,Daniel Muñoz,48,31.3,16,2.0,1.0,d,1.13,DEF,CRY,25
237,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
238,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
239,Jeffrey Schlupp,48,5.7,6,1.0,0.7,a,0.0,MID,CRY,25
240,Joel Ward,43,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
241,Adam Wharton,48,26.8,12,1.7,1.0,a,1.18,MID,CRY,25
242,Matt Turner,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY,25
243,Ismaïla Sarr,58,17.6,11,1.4,1.0,a,0.38,MID,CRY,25
244,Franco Umeh-Chibueze,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
245,Justin Devenny,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
246,Asher Agbinone,45,1.1,1,1.0,0.3,a,0.0,MID,CRY,25
247,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
248,Maxence Lacroix,45,16.2,14,2.8,2.7,a,1.0,DEF,CRY,25
249,Caleb Kporha,40,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
250,Armando Broja,54,0.0,0,0.0,0.0,i,0.0,FWD,EVE,25
251,Abdoulaye Doucouré,52,15.0,14,2.0,2.7,a,1.11,MID,EVE,25
252,Norberto Bercique Gomes Betuncal,50,0.2,4,1.0,0.0,a,0.0,FWD,EVE,25
253,Jarrad Branthwaite,48,2.0,2,2.0,0.7,d,1.0,DEF,EVE,25
254,Dominic Calvert-Lewin,60,42.5,29,3.6,1.7,a,1.05,FWD,EVE,25
255,Séamus Coleman,43,3.9,1,1.0,0.0,a,1.0,DEF,EVE,25
256,Idrissa Gueye,49,10.0,13,1.9,1.7,a,0.97,MID,EVE,25
257,James Garner,50,7.9,7,1.8,1.3,i,0.72,MID,EVE,25
258,Jack Harrison,53,26.3,18,2.2,3.3,a,1.03,MID,EVE,25
259,Mason Holgate,40,0.0,1,1.0,0.0,u,0.0,DEF,EVE,25
260,Tim Iroegbunam,45,10.4,8,1.3,0.3,i,0.94,MID,EVE,25
261,João Neves Virgínia,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE,25
262,Michael Keane,41,26.0,29,4.1,6.7,a,1.0,DEF,EVE,25
263,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE,25
264,Dwight McNeil,57,75.9,47,5.9,7.7,a,1.01,MID,EVE,25
265,Vitalii Mykolenko,43,12.3,12,2.0,3.0,a,1.14,DEF,EVE,25
266,Iliman Ndiaye,54,36.6,27,3.4,4.7,a,0.96,FWD,EVE,25
267,Nathan Patterson,44,0.0,0,0.0,0.0,a,0.0,DEF,EVE,25
268,Jordan Pickford,48,19.8,31,3.9,7.7,a,1.0,GKP,EVE,25
269,James Tarkowski,48,26.9,20,2.5,5.3,a,1.0,DEF,EVE,25
270,Youssef Ramalho Chermiti,49,0.0,0,0.0,0.0,i,0.0,FWD,EVE,25
271,Ashley Young,45,22.6,21,3.5,5.7,a,1.05,DEF,EVE,25
272,Jesper Lindstrøm,52,12.9,6,1.5,0.3,a,1.22,MID,EVE,25
273,Jake O'Brien,47,0.4,0,0.0,0.0,a,0.0,DEF,EVE,25
274,Harrison Armstrong,45,0.2,1,1.0,0.0,a,0.0,MID,EVE,25
275,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE,25
276,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE,25
277,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE,25
278,Orel Mangala,50,5.8,7,1.4,1.3,a,1.03,MID,EVE,25
279,Reiss Nelson,50,18.7,14,2.3,2.0,a,0.0,MID,FUL,25
280,Emile Smith Rowe,57,33.2,35,4.4,1.7,a,1.15,MID,FUL,25
281,Joachim Andersen,43,18.8,11,1.8,2.3,s,1.05,DEF,FUL,25
282,Adama Traoré,51,48.6,30,3.8,2.3,a,1.16,MID,FUL,25
283,Andreas Hoelgebaum Pereira,53,55.2,23,2.9,4.7,a,1.18,MID,FUL,25
284,Calvin Bassey,45,16.1,15,1.9,2.0,a,1.0,DEF,FUL,25
285,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL,25
286,Tom Cairney,48,8.1,4,0.7,0.7,a,0.0,MID,FUL,25
287,Timothy Castagne,42,1.0,1,1.0,0.3,i,0.0,DEF,FUL,25
288,Issa Diop,45,9.9,6,1.0,-0.3,a,0.9,DEF,FUL,25
289,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL,25
290,Alex Iwobi,55,51.7,29,3.6,2.3,a,1.06,MID,FUL,25
291,Bernd Leno,50,22.3,25,3.1,4.0,a,1.0,GKP,FUL,25
292,Saša Lukić,49,12.9,11,1.6,1.3,i,1.15,MID,FUL,25
293,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL,25
294,Rodrigo Muniz Carvalho,57,28.3,18,2.6,2.3,a,0.94,FWD,FUL,25
295,Raúl Jiménez,57,50.6,39,4.9,7.0,a,1.06,FWD,FUL,25
296,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL,25
297,Harrison Reed,48,3.1,4,0.7,0.0,a,0.0,MID,FUL,25
298,Antonee Robinson,47,34.8,26,3.2,3.0,a,1.0,DEF,FUL,25
299,Jay Stansfield,50,0.0,1,1.0,0.0,u,0.0,FWD,FUL,25
300,Kenny Tete,45,23.6,16,2.0,2.3,a,1.02,DEF,FUL,25
301,Carlos Vinícius Alves Morais,50,0.0,0,0.0,0.0,i,0.0,FWD,FUL,25
302,Harry Wilson,53,1.9,3,0.8,0.3,a,0.0,MID,FUL,25
303,Ryan Sessegnon,43,0.0,0,0.0,0.0,a,0.0,DEF,FUL,25
304,Jorge Cuenca Barreno,44,0.0,0,0.0,0.0,i,0.0,DEF,FUL,25
305,Josh King,45,0.0,0,0.0,0.0,a,0.0,MID,FUL,25
306,Martial Godo,45,0.0,0,0.0,0.0,a,0.0,MID,FUL,25
307,Sander Berge,50,10.0,8,1.3,1.7,a,0.72,MID,FUL,25
308,Ali Al-Hamadi,49,2.0,1,0.3,0.0,a,0.0,FWD,IPS,25
309,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS,25
310,Nathan Broadhead,49,0.0,0,0.0,0.0,a,0.0,MID,IPS,25
311,Cameron Burgess,39,3.3,1,1.0,0.3,a,1.0,DEF,IPS,25
312,Wes Burns,49,9.0,8,1.3,1.7,a,1.32,MID,IPS,25
313,Conor Chaplin,52,5.8,8,1.1,0.7,a,0.73,MID,IPS,25
314,Harry Clarke,40,0.4,1,1.0,0.3,a,0.0,DEF,IPS,25
315,Leif Davis,45,44.6,19,2.4,1.0,a,1.0,DEF,IPS,25
316,Liam Delap,57,38.1,33,4.1,6.7,a,1.17,FWD,IPS,25
317,George Edmundson,40,0.0,1,1.0,0.0,u,0.0,DEF,IPS,25
318,Jacob Greaves,41,21.5,11,1.6,0.0,i,1.0,DEF,IPS,25
319,Marcus Myers-Harness,49,1.7,2,1.0,0.0,u,0.0,MID,IPS,25
