id,name,cost,ict_index,total_points,points_per_game,form,status,starts_per_90,position,team,season
78,Dango Ouattara,50,10.6,7,2.3,2.3,a,0.82,MID,BOU,25
79,Alex Paulsen,40,0.0,0,0.0,0.0,u,0.0,GKP,BOU,25
80,Philip Billing,49,0.4,1,1.0,0.3,d,0.0,MID,BOU,25
81,Alex Scott,50,5.6,4,1.3,1.3,a,0.8,MID,BOU,25
82,Antoine Semenyo,56,31.2,19,6.3,6.3,a,1.0,MID,BOU,25
83,Marcos Senesi,49,6.4,2,1.0,0.7,a,1.08,DEF,BOU,25
84,Luis Sinisterra,50,17.7,14,4.7,4.7,a,0.85,MID,BOU,25
85,Adam Smith,45,2.9,4,1.3,1.3,a,1.14,DEF,BOU,25
86,Marcus Tavernier,55,34.2,13,4.3,4.3,a,1.02,MID,BOU,25
87,Mark Travers,45,0.0,0,0.0,0.0,a,0.0,GKP,BOU,25
88,Illia Zabarnyi,45,6.5,5,1.7,1.7,a,1.0,DEF,BOU,25
89,Kepa Arrizabalaga,45,4.4,3,3.0,1.0,a,1.0,GKP,BOU,25
90,Dean Huijsen,45,4.3,3,1.5,1.0,a,0.87,DEF,BOU,25
91,Julián Araujo Zúñiga,45,2.4,4,1.3,1.3,a,0.96,DEF,BOU,25
92,Will Dennis,40,0.0,0,0.0,0.0,a,0.0,GKP,BOU,25
93,Francisco Evanilson de Lima Barbosa,60,5.5,4,2.0,2.0,a,1.33,FWD,BOU,25
94,Kristoffer Ajer,45,7.3,4,1.3,1.3,d,1.24,DEF,BRE,25
95,Ethan Brierley,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
96,Nathan Collins,45,18.0,12,4.0,4.0,a,1.0,DEF,BRE,25
97,Mikkel Damsgaard,50,10.7,5,1.7,1.7,a,0.74,MID,BRE,25
98,Josh Dasilva,49,0.0,0,0.0,0.0,i,0.0,MID,BRE,25
99,Mark Flekken,45,13.8,10,3.3,3.3,a,1.0,GKP,BRE,25
100,Rico Henry,44,0.0,0,0.0,0.0,d,0.0,DEF,BRE,25
101,Aaron Hickey,44,0.0,0,0.0,0.0,i,0.0,DEF,BRE,25
102,Vitaly Janelt,49,6.4,7,2.3,2.3,a,1.23,MID,BRE,25
103,Mathias Jensen,55,12.9,9,3.0,3.0,a,1.13,MID,BRE,25
104,Kim Ji-soo,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE,25
105,Yunus Emre Konak,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
106,Keane Lewis-Potter,50,3.5,4,1.3,1.3,a,0.94,MID,BRE,25
107,Bryan Mbeumo,71,31.6,24,8.0,8.0,a,1.0,MID,BRE,25
108,Ben Mee,44,0.0,1,1.0,0.3,a,0.0,DEF,BRE,25
109,Christian Nørgaard,50,8.6,5,1.7,1.7,a,1.0,MID,BRE,25
110,Frank Onyeka,49,0.0,2,1.0,0.7,u,0.0,MID,BRE,25
111,Myles Peart-Harris,45,0.0,0,0.0,0.0,u,0.0,MID,BRE,25
112,Ethan Pinnock,45,7.2,2,0.7,0.7,a,1.0,DEF,BRE,25
113,Mads Roerslev Rasmussen,45,4.3,4,1.3,1.3,a,0.78,DEF,BRE,25
114,Kevin Schade,55,6.3,9,3.0,3.0,a,1.1,MID,BRE,25
115,Igor Thiago Nascimento Rodrigues,59,0.0,0,0.0,0.0,i,0.0,FWD,BRE,25
116,Ivan Toney,73,0.0,0,0.0,0.0,u,0.0,FWD,BRE,25
117,Hákon Valdimarsson,40,0.0,0,0.0,0.0,a,0.0,GKP,BRE,25
118,Yoane Wissa,61,26.3,21,7.0,7.0,a,1.1,FWD,BRE,25
119,Yehor Yarmoliuk,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
120,Mathias Jorgensen,45,0.0,0,0.0,0.0,u,0.0,DEF,BRE,25
121,Fábio Freitas Gouveia Carvalho,49,2.0,3,1.0,1.0,a,0.0,MID,BRE,25
122,Sepp van den Berg,40,0.1,1,1.0,0.3,a,0.0,DEF,BRE,25
123,Ryan Trevitt,45,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
124,Gustavo Nunes Fernandes Gomes,50,0.0,0,0.0,0.0,a,0.0,MID,BRE,25
125,Jayden Meghoma,40,0.0,0,0.0,0.0,a,0.0,DEF,BRE,25
126,Simon Adingra,55,10.8,11,3.7,3.7,a,0.0,MID,BHA,25
127,Benicio Baker-Boaitey,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
128,Carlos Baleba,50,3.3,3,1.5,1.0,a,0.84,MID,BHA,25
129,Valentín Barco,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA,25
130,Amario Cozier-Duberry,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
131,Mahmoud Dahoud,49,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
132,Lewis Dunk,45,11.2,10,3.3,3.3,a,1.06,DEF,BHA,25
133,Julio Enciso,54,3.7,2,1.0,0.7,a,0.0,MID,BHA,25
134,Pervis Estupiñán,50,4.6,1,1.0,0.3,a,0.0,DEF,BHA,25
135,Evan Ferguson,55,0.0,0,0.0,0.0,a,0.0,FWD,BHA,25
136,Billy Gilmour,50,2.5,3,1.5,1.0,u,0.93,MID,BHA,25
137,Pascal Groß,65,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
138,Jack Hinshelwood,50,9.8,7,2.3,2.3,a,1.0,MID,BHA,25
139,Ibrahim Osman,50,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
140,Igor Julio dos Santos de Paulo,44,0.0,0,0.0,0.0,a,0.0,DEF,BHA,25
141,João Pedro Junqueira de Jesus,57,24.0,18,6.0,6.0,a,1.03,FWD,BHA,25
142,Kacper Kozłowski,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
143,Tariq Lamptey,45,0.0,0,0.0,0.0,a,0.0,DEF,BHA,25
144,Solly March,65,0.0,0,0.0,0.0,d,0.0,MID,BHA,25
145,Adrian Mazilu,45,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
146,James Milner,50,10.7,5,1.7,1.7,d,1.6,MID,BHA,25
147,Yankuba Minteh,55,15.7,10,3.3,3.3,a,1.32,MID,BHA,25
148,Mitoma Kaoru,66,21.3,16,5.3,5.3,a,1.03,MID,BHA,25
149,Jakub Moder,45,0.0,0,0.0,0.0,a,0.0,MID,BHA,25
150,Mark O’Mahony,45,0.0,0,0.0,0.0,u,0.0,FWD,BHA,25
151,Odeluga Offiah,40,0.0,0,0.0,0.0,u,0.0,DEF,BHA,25
152,Cameron Peupion,45,0.0,0,0.0,0.0,a,0.0,MID,BHA,25
153,Jeremy Sarmiento Morante,49,0.1,1,1.0,0.3,u,0.0,MID,BHA,25
154,Jason Steele,45,4.1,9,4.5,3.0,a,1.0,GKP,BHA,25
155,Deniz Undav,55,0.0,0,0.0,0.0,u,0.0,FWD,BHA,25
156,Jan Paul van Hecke,45,7.9,9,3.0,3.0,a,1.0,DEF,BHA,25
157,Joël Veltman,45,8.1,12,4.0,4.0,d,1.08,DEF,BHA,25
158,Bart Verbruggen,45,5.2,4,4.0,1.3,a,1.0,GKP,BHA,25
159,Adam Webster,45,0.8,1,1.0,0.3,a,0.0,DEF,BHA,25
160,Danny Welbeck,57,24.4,23,7.7,7.7,a,1.07,FWD,BHA,25
161,Mats Wieffer,50,4.7,6,6.0,2.0,d,1.0,MID,BHA,25
162,Brajan Gruda,55,0.0,0,0.0,0.0,d,0.0,MID,BHA,25
163,Yasin Ayari,50,6.6,4,1.3,1.3,a,0.0,MID,BHA,25
164,Andrew Moran,50,0.0,0,0.0,0.0,u,0.0,MID,BHA,25
165,Carl Rushworth,40,0.0,0,0.0,0.0,u,0.0,GKP,BHA,25
166,Georginio Rutter,55,1.1,2,1.0,1.0,a,0.0,MID,BHA,25
167,Ferdi Kadioglu,45,0.0,0,0.0,0.0,a,0.0,DEF,BHA,25
168,Matt O'Riley,55,0.0,0,0.0,0.0,i,0.0,MID,BHA,25
169,Andrey Nascimento dos Santos,45,0.0,0,0.0,0.0,u,0.0,MID,CHE,25
170,Ângelo Gabriel Borges Damaceno,45,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
171,Benoît Badiashile,45,0.0,0,0.0,0.0,a,0.0,DEF,CHE,25
172,Lucas Bergström,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
173,Marcus Bettinelli,40,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
174,Moisés Caicedo Corozo,50,8.0,5,1.7,1.7,a,1.06,MID,CHE,25
175,Cesare Casadei,45,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
176,Ben Chilwell,49,0.0,0,0.0,0.0,a,0.0,DEF,CHE,25
177,Carney Chukwuemeka,49,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
178,Levi Colwill,45,9.0,4,1.3,1.3,a,1.0,DEF,CHE,25
179,Marc Cucurella Saseta,50,6.2,4,1.3,1.3,a,1.08,DEF,CHE,25
180,David Datro Fofana,54,0.0,0,0.0,0.0,a,0.0,FWD,CHE,25
181,Deivid Washington de Souza Eugênio,50,0.0,0,0.0,0.0,a,0.0,FWD,CHE,25
182,Kiernan Dewsbury-Hall,59,0.4,2,1.0,0.7,a,0.0,MID,CHE,25
183,Axel Disasi,44,0.0,0,0.0,0.0,a,0.0,DEF,CHE,25
184,Enzo Fernández,50,14.1,6,2.0,2.0,a,1.0,MID,CHE,25
185,Conor Gallagher,59,0.0,0,0.0,0.0,u,0.0,MID,CHE,25
186,Alfie Gilchrist,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
187,Malo Gusto,50,6.4,3,1.0,1.0,d,1.07,DEF,CHE,25
188,Reece James,50,0.0,0,0.0,0.0,d,0.0,DEF,CHE,25
189,Omari Kellyman,45,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
190,Roméo Lavia,45,2.9,2,2.0,0.7,d,1.38,MID,CHE,25
191,Romelu Lukaku Bolingoli,63,0.0,0,0.0,0.0,u,0.0,FWD,CHE,25
192,Malang Sarr,45,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
193,Noni Madueke,66,26.4,22,11.0,7.3,a,1.03,MID,CHE,25
194,Marc Guiu Paz,50,0.0,1,1.0,0.3,a,0.0,FWD,CHE,25
195,Mykhailo Mudryk,64,2.2,2,1.0,0.7,a,1.48,MID,CHE,25
196,Nicolas Jackson,76,28.1,18,6.0,6.0,a,1.22,FWD,CHE,25
197,Christopher Nkunku,62,6.6,3,1.0,1.0,a,1.32,MID,CHE,25
198,Cole Palmer,106,32.3,25,8.3,8.3,d,1.03,MID,CHE,25
199,Đorđe Petrović,44,0.0,0,0.0,0.0,u,0.0,GKP,CHE,25
200,Renato Palma Veiga,45,0.4,2,1.0,0.7,a,0.0,MID,CHE,25
201,Robert Sánchez,45,5.4,5,1.7,1.7,a,1.0,GKP,CHE,25
202,Tosin Adarabioyo,44,0.0,0,0.0,0.0,a,0.0,DEF,CHE,25
203,Wesley Fofana,45,7.4,3,1.0,1.0,a,1.0,DEF,CHE,25
204,Jadon Sancho,63,0.0,0,0.0,0.0,a,0.0,MID,CHE,25
205,Pedro Lomba Neto,65,8.5,5,1.7,1.7,a,0.67,MID,CHE,25
206,Caleb Wiley,40,0.0,0,0.0,0.0,u,0.0,DEF,CHE,25
207,Filip Jørgensen,44,0.0,0,0.0,0.0,a,0.0,GKP,CHE,25
208,João Félix Sequeira,65,7.3,7,3.5,3.5,a,0.0,MID,CHE,25
209,Eddie Nketiah,59,0.0,0,0.0,0.0,a,0.0,FWD,CRY,25
210,Trevoh Chalobah,44,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
211,Naouirou Ahamada,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
212,Cheick Doucouré,49,1.8,5,2.5,1.7,a,0.0,MID,CRY,25
213,Chris Richards,45,4.5,3,1.0,1.0,a,1.07,DEF,CRY,25
214,Chadi Riad Dnanou,44,2.0,1,1.0,0.3,i,1.0,DEF,CRY,25
215,Nathaniel Clyne,44,1.5,2,2.0,0.7,a,1.0,DEF,CRY,25
216,Malcolm Ebiowei,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
217,Eberechi Eze,69,26.8,14,4.7,4.7,a,1.0,MID,CRY,25
218,Marc Guéhi,45,8.3,3,1.0,1.0,a,1.0,DEF,CRY,25
219,Dean Henderson,45,8.0,7,2.3,2.3,a,1.0,GKP,CRY,25
220,Rob Holding,44,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
221,Will Hughes,49,3.5,2,1.0,0.7,a,1.36,MID,CRY,25
222,Daichi Kamada,54,11.1,4,1.3,1.3,a,0.98,MID,CRY,25
223,Jefferson Lerma Solís,49,2.8,3,1.5,1.0,d,1.15,MID,CRY,25
224,Jean-Philippe Mateta,74,4.7,5,1.7,1.7,a,1.33,FWD,CRY,25
225,Matheus França de Oliveira,44,0.0,0,0.0,0.0,i,0.0,MID,CRY,25
226,Remi Matthews,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY,25
227,Tyrick Mitchell,49,12.2,4,1.3,1.3,a,1.0,DEF,CRY,25
228,Daniel Muñoz,50,9.0,6,2.0,2.0,a,1.0,DEF,CRY,25
229,David Ozoh,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
230,Jesurun Rak-Sakyi,45,0.0,0,0.0,0.0,u,0.0,MID,CRY,25
231,Jeffrey Schlupp,49,0.2,2,1.0,0.7,a,0.0,MID,CRY,25
232,Joel Ward,44,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
233,Adam Wharton,50,12.6,6,2.0,2.0,d,1.07,MID,CRY,25
234,Matt Turner,40,0.0,0,0.0,0.0,a,0.0,GKP,CRY,25
235,Ismaïla Sarr,59,6.6,3,1.0,1.0,a,0.0,MID,CRY,25
236,Franco Umeh-Chibueze,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
237,Justin Devenny,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
238,Asher Agbinone,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
239,Kaden Rodney,45,0.0,0,0.0,0.0,a,0.0,MID,CRY,25
240,Maxence Lacroix,45,0.0,0,0.0,0.0,a,0.0,DEF,CRY,25
241,Armando Broja,55,0.0,0,0.0,0.0,a,0.0,FWD,EVE,25
242,Abdoulaye Doucouré,54,2.6,4,1.3,1.3,a,1.44,MID,EVE,25
243,Norberto Bercique Gomes Betuncal,50,0.2,3,1.0,1.0,a,0.0,FWD,EVE,25
244,Jarrad Branthwaite,49,0.0,0,0.0,0.0,i,0.0,DEF,EVE,25
245,Dominic Calvert-Lewin,59,12.3,16,5.3,5.3,a,1.16,FWD,EVE,25
246,Séamus Coleman,44,3.9,1,1.0,0.3,a,1.0,DEF,EVE,25
247,Idrissa Gueye,50,6.9,6,2.0,2.0,a,1.0,MID,EVE,25
248,James Garner,50,0.0,0,0.0,0.0,a,0.0,MID,EVE,25
249,Jack Harrison,54,16.5,5,1.7,1.7,a,1.17,MID,EVE,25
250,Mason Holgate,40,0.0,1,1.0,0.3,u,0.0,DEF,EVE,25
251,Tim Iroegbunam,45,8.7,5,1.7,1.7,a,1.0,MID,EVE,25
252,João Neves Virgínia,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE,25
253,Michael Keane,40,11.7,7,2.3,2.3,a,1.0,DEF,EVE,25
254,Neal Maupay,49,0.0,0,0.0,0.0,u,0.0,FWD,EVE,25
255,Dwight McNeil,54,28.7,10,3.3,3.3,a,1.0,MID,EVE,25
256,Vitalii Mykolenko,44,6.3,2,0.7,0.7,a,1.0,DEF,EVE,25
257,Iliman Ndiaye,54,8.9,4,1.3,1.3,a,0.63,FWD,EVE,25
258,Nathan Patterson,44,0.0,0,0.0,0.0,i,0.0,DEF,EVE,25
259,Jordan Pickford,49,7.4,4,1.3,1.3,a,1.0,GKP,EVE,25
260,James Tarkowski,49,11.7,1,0.3,0.3,a,1.0,DEF,EVE,25
261,Youssef Ramalho Chermiti,50,0.0,0,0.0,0.0,i,0.0,FWD,EVE,25
262,Ashley Young,45,2.5,-2,-2.0,-0.7,a,1.38,DEF,EVE,25
263,Jesper Lindstrøm,53,3.0,1,1.0,0.3,a,0.0,MID,EVE,25
264,Jake O'Brien,49,0.0,0,0.0,0.0,a,0.0,DEF,EVE,25
265,Harrison Armstrong,45,0.2,1,1.0,0.3,a,0.0,MID,EVE,25
266,Jenson Metcalfe,45,0.0,0,0.0,0.0,u,0.0,MID,EVE,25
267,Asmir Begovic,40,0.0,0,0.0,0.0,a,0.0,GKP,EVE,25
268,Roman Dixon,40,1.6,0,0.0,0.0,a,1.0,DEF,EVE,25
269,Orel Mangala,50,0.0,0,0.0,0.0,a,0.0,MID,EVE,25
270,Reiss Nelson,50,0.2,1,1.0,0.3,a,0.0,MID,FUL,25
271,Emile Smith Rowe,56,9.4,15,5.0,5.0,a,1.34,MID,FUL,25
272,Joachim Andersen,44,2.8,0,0.0,0.0,a,1.0,DEF,FUL,25
273,Adama Traoré,50,21.2,17,5.7,5.7,a,1.15,MID,FUL,25
274,Andreas Hoelgebaum Pereira,54,24.1,5,1.7,1.7,a,1.03,MID,FUL,25
275,Calvin Bassey,45,4.8,5,1.7,1.7,a,1.0,DEF,FUL,25
276,Steven Benda,40,0.0,0,0.0,0.0,a,0.0,GKP,FUL,25
277,Tom Cairney,49,2.5,1,0.3,0.3,a,0.0,MID,FUL,25
278,Timothy Castagne,44,0.0,0,0.0,0.0,a,0.0,DEF,FUL,25
279,Issa Diop,45,7.2,6,2.0,2.0,a,1.0,DEF,FUL,25
280,Luke Harris,45,0.0,0,0.0,0.0,u,0.0,MID,FUL,25
281,Alex Iwobi,55,18.1,12,4.0,4.0,a,1.02,MID,FUL,25
282,Bernd Leno,50,8.2,9,3.0,3.0,a,1.0,GKP,FUL,25
283,Saša Lukić,50,5.5,5,1.7,1.7,a,1.02,MID,FUL,25
284,Kevin Mbabu,40,0.0,0,0.0,0.0,u,0.0,DEF,FUL,25
285,Rodrigo Muniz Carvalho,61,18.2,6,2.0,2.0,a,1.15,FWD,FUL,25
286,Raúl Jiménez,54,2.5,3,1.0,1.0,a,0.0,FWD,FUL,25
287,Tim Ream,45,0.0,0,0.0,0.0,u,0.0,DEF,FUL,25
288,Harrison Reed,49,0.4,3,1.0,1.0,a,0.0,MID,FUL,25
289,Antonee Robinson,46,15.4,13,4.3,4.3,a,1.0,DEF,FUL,25
290,Jay Stansfield,50,0.0,1,1.0,0.3,u,0.0,FWD,FUL,25
291,Kenny Tete,45,7.5,6,2.0,2.0,a,1.0,DEF,FUL,25
292,Carlos Vinícius Alves Morais,50,0.0,0,0.0,0.0,a,0.0,FWD,FUL,25
293,Harry Wilson,54,1.6,2,0.7,0.7,a,0.0,MID,FUL,25
294,Ryan Sessegnon,44,0.0,0,0.0,0.0,a,0.0,DEF,FUL,25
295,Jorge Cuenca Barreno,44,0.0,0,0.0,0.0,a,0.0,DEF,FUL,25
296,Josh King,45,0.0,0,0.0,0.0,a,0.0,MID,FUL,25
297,Martial Godo,45,0.0,0,0.0,0.0,a,0.0,MID,FUL,25
298,Sander Berge,50,2.8,1,1.0,0.5,a,0.0,MID,FUL,25
299,Ali Al-Hamadi,50,2.0,1,0.3,0.3,a,0.0,FWD,IPS,25
300,Elkan Baggott,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS,25
301,Nathan Broadhead,49,0.0,0,0.0,0.0,d,0.0,MID,IPS,25
302,Cameron Burgess,40,0.0,0,0.0,0.0,a,0.0,DEF,IPS,25
303,Wes Burns,49,0.0,0,0.0,0.0,i,1.61,MID,IPS,25
304,Conor Chaplin,54,1.0,4,1.3,1.3,a,1.34,MID,IPS,25
305,Harry Clarke,40,0.0,0,0.0,0.0,i,0.0,DEF,IPS,25
306,Leif Davis,45,11.0,8,2.7,2.7,a,1.0,DEF,IPS,25
307,Liam Delap,55,12.9,11,3.7,3.7,a,1.15,FWD,IPS,25
308,George Edmundson,40,0.0,1,1.0,0.3,u,0.0,DEF,IPS,25
309,Jacob Greaves,40,10.1,3,1.0,1.0,a,1.0,DEF,IPS,25
310,Marcus Myers-Harness,49,1.7,2,1.0,0.7,u,0.0,MID,IPS,25
311,George Hirst,54,0.0,0,0.0,0.0,i,0.0,FWD,IPS,25
312,Cameron Humphreys,45,0.0,0,0.0,0.0,u,0.0,MID,IPS,25
313,Omari Giraud-Hutchinson,55,6.4,5,1.7,1.7,a,1.01,MID,IPS,25
314,Ben Johnson,40,6.0,3,1.5,1.0,a,0.73,DEF,IPS,25
315,Freddie Ladapo,45,0.0,0,0.0,0.0,u,0.0,FWD,IPS,25
316,Massimo Luongo,45,2.1,4,2.0,1.3,a,1.33,MID,IPS,25
317,Sam Morsy,49,9.4,4,1.3,1.3,a,1.0,MID,IPS,25
318,Corrie Ndaba,40,0.0,0,0.0,0.0,u,0.0,DEF,IPS,25
319,Cieran Slicker,40,0.0,0,0.0,0.0,a,0.0,GKP,IPS,25
